time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/loss,train/approx_kl,train/value_loss,train/entropy_loss,train/std,train/learning_rate,train/clip_range,train/clip_fraction
1267,84,688128,791.78,542,543.8583375199998,0.8492133617401123,830,-0.0340073034807574,4.591922283172607,0.03673424,7.950050843507052,-18.172678500413895,1.1037684679031372,0.0003,0.2,0.3722900390625
1278,85,696320,788.2,544,543.8890604599999,0.8594529628753662,840,-0.04045246158202644,3.8977715969085693,0.031241855,7.420465858280659,-18.205596143007277,1.1065493822097778,0.0003,0.2,0.3392333984375
1288,86,704512,791.76,546,549.21077341,0.8857958316802979,850,-0.03478421363324742,3.7790095806121826,0.02070857,11.176051533222198,-18.24674662351608,1.1107136011123657,0.0003,0.2,0.23681640625
1298,87,712704,804.21,548,558.90889301,0.8684806227684021,860,-0.03263093645036861,3.444706678390503,0.020500463,9.591741971671581,-18.277594327926636,1.1144391298294067,0.0003,0.2,0.23994140625
1308,88,720896,831.11,550,580.76940055,0.904190719127655,870,-0.03410250515735243,4.883648872375488,0.020503879,10.684820207953454,-18.31768156886101,1.116735577583313,0.0003,0.2,0.24161376953125
1319,89,729088,838.69,552,589.02770777,0.04975980520248413,880,-0.0360592311815708,1.0130560398101807,0.04941494,4.1197082787752155,-18.361213606595992,1.1209908723831177,0.0003,0.2,0.4677490234375
1329,90,737280,864.94,554,610.34507516,0.8517796397209167,890,-0.03375045103530283,1.9166580438613892,0.036543123,4.481731183081865,-18.378788703680037,1.1235883235931396,0.0003,0.2,0.3357421875
1340,91,745472,871.68,556,617.9823434900001,0.4291788339614868,900,-0.05279223703983007,0.882209300994873,0.054393142,2.6615965768694876,-18.410167342424394,1.1252878904342651,0.0003,0.2,0.48819580078125
1351,92,753664,855.74,557,609.9317672,0.8741015791893005,910,-0.03058457325241761,1.5501586198806763,0.020656412,4.220199759304523,-18.438775879144668,1.1280449628829956,0.0003,0.2,0.2219482421875
1361,93,761856,844.9,559,602.8834020099999,0.9092376232147217,920,-0.0262718951649731,4.819896221160889,0.010273361,12.72003850787878,-18.457246363162994,1.1307885646820068,0.0003,0.2,0.1144775390625
1372,94,770048,828.44,561,593.83533174,0.8786033391952515,930,-0.028769108175765723,5.709240913391113,0.012106137,11.070726026594638,-18.480961602926254,1.1320010423660278,0.0003,0.2,0.1438232421875
1382,95,778240,820.87,562,590.30803238,0.8762522339820862,940,-0.029351887761731633,4.320442199707031,0.011146933,15.589348876476288,-18.492543417215348,1.1334174871444702,0.0003,0.2,0.1376708984375
1393,96,786432,810.04,564,584.15943223,0.9088185429573059,950,-0.03116386301626335,4.271062850952148,0.014201429,13.48085102289915,-18.514520001411437,1.1359297037124634,0.0003,0.2,0.1488525390625
1403,97,794624,812.85,566,589.1872196,0.9066248536109924,960,-0.030511101918818895,11.513138771057129,0.011987008,21.213383795320986,-18.541079694032668,1.138548731803894,0.0003,0.2,0.14180908203125
1413,98,802816,805.24,567,584.87112871,0.8698716759681702,970,-0.029228970007534372,10.450849533081055,0.02490009,11.022145753353835,-18.592152452468873,1.1448501348495483,0.0003,0.2,0.2629150390625
1423,99,811008,803.62,569,585.49053601,0.8637476563453674,980,-0.033614626197959296,3.899568796157837,0.02395081,7.281924214959145,-18.639537608623506,1.147871494293213,0.0003,0.2,0.24404296875
1434,100,819200,753.5,570,547.66839383,0.8921124339103699,990,-0.034552728076232594,3.9511196613311768,0.027969908,6.270644435286522,-18.658696246147155,1.1485265493392944,0.0003,0.2,0.263330078125
1445,101,827392,777.53,572,566.61701815,0.9012109041213989,1000,-0.03085119570750976,8.325603485107422,0.012716653,24.32831979691982,-18.67814483642578,1.1519962549209595,0.0003,0.2,0.15809326171875
1455,102,835584,793.98,574,579.67131072,0.8475746512413025,1010,-0.03970955430995673,1.534054160118103,0.026614288,8.67670668438077,-18.721081095933915,1.1571382284164429,0.0003,0.2,0.30284423828125
1466,103,843776,793.36,575,581.26003298,0.8974961042404175,1020,-0.0345804657379631,4.573362350463867,0.018454928,13.668374292552471,-18.753412902355194,1.1576673984527588,0.0003,0.2,0.23458251953125
1476,104,851968,799.61,576,588.1147003699999,0.8892006874084473,1030,-0.03816628092172323,3.421401023864746,0.023333771,8.065492400527,-18.75174835920334,1.1575719118118286,0.0003,0.2,0.25828857421875
1487,105,860160,814.04,578,600.4565729000001,0.8787546753883362,1040,-0.0346555615797115,4.611580848693848,0.019343132,12.401309466362,-18.756597834825516,1.1578844785690308,0.0003,0.2,0.24267578125
1497,106,868352,842.94,579,624.5334142099999,0.8316762447357178,1050,-0.03353941730965744,4.946710586547852,0.03207934,10.922566936910153,-18.75962569117546,1.1595805883407593,0.0003,0.2,0.33104248046875
