time/total_timesteps,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,train/loss,train/std,train/entropy_loss,train/approx_kl,train/learning_rate,train/clip_range,train/value_loss,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/explained_variance
1204224,147,879.69,1941,620,703.0299167000001,3.499715566635132,1.2096914052963257,-19.27845110297203,0.013484049,0.0003,0.2,7.164785984158516,0.18446044921875,1460,-0.027105591215513414,0.8346952199935913
1212416,148,892.84,1951,621,714.0691092700002,0.9388225674629211,1.2089570760726929,-19.2854362487793,0.03877069,0.0003,0.2,5.749395868182182,0.38597412109375,1470,-0.03234907193909749,0.7567290663719177
1220608,149,890.21,1961,622,711.3069426799999,2.6897730827331543,1.210587739944458,-19.289905786514282,0.020610936,0.0003,0.2,5.782498966902494,0.2430419921875,1480,-0.029908653972961476,0.907036304473877
1228800,150,879.94,1972,623,703.17213107,3.11901593208313,1.2133699655532837,-19.307666581869125,0.023099814,0.0003,0.2,7.036035506427288,0.25059814453125,1490,-0.02476872718325467,0.8937191963195801
1236992,151,869.27,1982,624,693.52453613,5.504055023193359,1.2163187265396118,-19.33956816792488,0.012795057,0.0003,0.2,8.054939598590135,0.15626220703125,1500,-0.029323267184372524,0.9134805202484131
1245184,152,875.27,1992,624,699.3320225299999,7.112414360046387,1.2189832925796509,-19.362229388952255,0.011493003,0.0003,0.2,14.934359867870807,0.13525390625,1510,-0.027676616519602248,0.9128158688545227
1253376,153,878.98,2002,625,702.06133042,3.6338746547698975,1.2211406230926514,-19.3896075963974,0.016002044,0.0003,0.2,10.134301541745662,0.20321044921875,1520,-0.02950350748433266,0.8981513977050781
1261568,154,880.64,2012,626,703.2240277899999,2.7597382068634033,1.2214136123657227,-19.399610769748687,0.013666658,0.0003,0.2,19.05912142544985,0.14888916015625,1530,-0.029119652329973177,0.8526836633682251
1269760,155,880.64,2022,627,704.6140330400001,2.6960525512695312,1.2276363372802734,-19.433937203884124,0.019634089,0.0003,0.2,9.546244045346976,0.23748779296875,1540,-0.029498573924502124,0.8617427349090576
1277952,156,860.69,2032,628,686.5750297299998,1.5895768404006958,1.2351244688034058,-19.48314994573593,0.049217977,0.0003,0.2,5.1598537225276235,0.38538818359375,1550,-0.025906712601135952,0.06177562475204468
1286144,157,863.92,2043,629,690.52897339,3.5798087120056152,1.2377394437789917,-19.54340632557869,0.017921988,0.0003,0.2,11.333906688541173,0.20625,1560,-0.03252467205093126,0.8714284896850586
1294336,158,869.09,2053,630,694.5134008400001,1.556000828742981,1.2407773733139038,-19.56370511651039,0.03021656,0.0003,0.2,5.694979350268841,0.31878662109375,1570,-0.03483977123105433,0.8830242156982422
1302528,159,854.31,2063,631,681.9988099999999,1.1739314794540405,1.2460901737213135,-19.63601617217064,0.066361114,0.0003,0.2,2.569250500574708,0.531982421875,1580,-0.04437121918745106,0.28078293800354004
1310720,160,854.67,2074,631,682.5126088700001,2.998621940612793,1.247280478477478,-19.641914194822313,0.011001447,0.0003,0.2,11.425331517308951,0.178857421875,1590,-0.023085380460543092,0.9014548659324646
1318912,161,853.05,2084,632,681.5986983799999,4.382254123687744,1.2510799169540405,-19.665671712160112,0.023347944,0.0003,0.2,12.158681406080722,0.26009521484375,1600,-0.032437301239406226,0.7878627181053162
1327104,162,848.71,2094,633,678.9563240000002,1.5666868686676025,1.2557584047317505,-19.712826484441756,0.021451695,0.0003,0.2,6.87581683844328,0.2145751953125,1610,-0.030631953435658943,0.8714786171913147
1335296,163,845.84,2104,634,677.14893994,4.1648712158203125,1.2591561079025269,-19.744685530662537,0.0135615645,0.0003,0.2,12.78263813406229,0.1694580078125,1620,-0.028721043784025825,0.9034271836280823
1343488,164,849.43,2115,635,680.80559983,3.4487991333007812,1.261489748954773,-19.769581532478334,0.018569354,0.0003,0.2,10.06523214802146,0.1830810546875,1630,-0.029577066682395525,0.8731836080551147
1351680,165,856.88,2125,636,687.88575984,1.5542738437652588,1.2664273977279663,-19.80701395869255,0.020382663,0.0003,0.2,7.319427428394556,0.252978515625,1640,-0.031058314211986727,0.9084341526031494
1359872,166,865.54,2135,636,695.2050913,0.595666229724884,1.2709985971450806,-19.867771327495575,0.077149,0.0003,0.2,1.7703892212361096,0.56298828125,1650,-0.04726864433978335,0.9237398505210876
1368064,167,866.35,2145,637,696.6599218399999,0.46160581707954407,1.2789639234542847,-19.919730252027513,0.04818236,0.0003,0.2,2.6817557960748672,0.43248291015625,1660,-0.040375001952634194,0.16638749837875366
1376256,168,884.65,2155,638,712.2245694799999,1.469299077987671,1.2812176942825317,-19.955690652132034,0.017000811,0.0003,0.2,11.033138838410377,0.21016845703125,1670,-0.022142287893802858,0.8379735946655273
1384448,169,870.05,2166,639,700.27700025,0.7106882333755493,1.2805039882659912,-19.960445445775985,0.032158215,0.0003,0.2,2.6565692860633137,0.299267578125,1680,-0.03966918369842461,0.30856531858444214
1392640,170,889.27,2176,639,717.2932582899999,1.1788355112075806,1.2821776866912842,-19.966460585594177,0.020796468,0.0003,0.2,3.8013869509100915,0.23551025390625,1690,-0.03329789404233452,0.9236916899681091
1400832,171,898.23,2186,640,725.56545429,5.399734973907471,1.2834988832473755,-19.98126063346863,0.013614479,0.0003,0.2,12.153411530703305,0.148583984375,1700,-0.02473875475116074,0.8474287390708923
1409024,172,902.23,2196,641,729.23432354,1.0811041593551636,1.2879626750946045,-20.020272010564803,0.042601366,0.0003,0.2,2.4889356307685375,0.39234619140625,1710,-0.04797654746871558,0.36091935634613037
1417216,173,918.04,2206,642,743.65339573,2.703115701675415,1.2907463312149048,-20.04544652104378,0.014967277,0.0003,0.2,6.782364891842008,0.187841796875,1720,-0.023748382407939063,0.8599478602409363
1425408,174,911.81,2216,643,739.11574083,1.20475172996521,1.2912474870681763,-20.059346812963486,0.028794907,0.0003,0.2,4.98952428214252,0.28089599609375,1730,-0.03253386228643649,0.9073976874351501
1433600,175,922.3,2226,643,750.0599499800003,2.6047258377075195,1.294532299041748,-20.082106006145477,0.037090927,0.0003,0.2,4.652517965808511,0.378271484375,1740,-0.030815683084802002,0.821632444858551
1441792,176,905.47,2236,644,735.9357643300001,1.391898512840271,1.2955394983291626,-20.09122045636177,0.028719869,0.0003,0.2,3.3202518790960314,0.30234375,1750,-0.027373034301854206,0.9100989103317261
1449984,177,900.33,2246,645,732.38898573,1.0162403583526611,1.2977577447891235,-20.111254847049715,0.013664614,0.0003,0.2,6.020439726486802,0.1661865234375,1760,-0.025463663699338213,0.8828873634338379
1458176,178,900.63,2256,646,733.6773180100001,1.804964542388916,1.3006473779678345,-20.136381685733795,0.022279799,0.0003,0.2,6.511374318227172,0.203466796875,1770,-0.026611762050015385,0.9000607132911682
1466368,179,890.33,2266,646,725.26121155,3.789350748062134,1.302463173866272,-20.145374089479446,0.036765322,0.0003,0.2,6.556959915906191,0.38270263671875,1780,-0.026790514848107704,0.7803597450256348
1474560,180,894.45,2277,647,730.1716838000002,2.8796634674072266,1.3049818277359009,-20.173370295763014,0.010673914,0.0003,0.2,9.618918792903424,0.13304443359375,1790,-0.024986830021225613,0.9162273406982422
1482752,181,885.12,2287,648,722.86966726,2.998004674911499,1.3052518367767334,-20.184655046463014,0.012147117,0.0003,0.2,11.363595288991927,0.1279296875,1800,-0.028280077072849963,0.8848477602005005
1490944,182,893.16,2297,649,731.63381905,3.1858694553375244,1.306264877319336,-20.19463842511177,0.0152967945,0.0003,0.2,10.435566961020232,0.18865966796875,1810,-0.02916662034622277,0.9292641878128052
1499136,183,889.79,2307,649,729.222163,0.46941423416137695,1.3153566122055054,-20.260505670309065,0.06464282,0.0003,0.2,2.2546239897608755,0.54263916015625,1820,-0.03629295692007872,-0.21421754360198975
1507328,184,878.51,2317,650,719.7031960400001,1.6436998844146729,1.316781759262085,-20.287228846549986,0.01904153,0.0003,0.2,5.368296480551362,0.219384765625,1830,-0.02558121493057115,0.8823400139808655
