time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,time/iterations,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/approx_kl,train/value_loss,train/loss,train/std,train/n_updates,train/learning_rate,train/clip_range,train/explained_variance
230,851.59,637.36508002,4612,1064960,130,-0.03651460985856829,-19.50059370994568,0.39478759765625,0.043866273,4.367893954366446,0.9687418937683105,1.2337089776992798,1290,0.0003,0.2,0.8510997295379639
231,820.65,614.69370724,4641,1073152,131,-0.030336851549509446,-19.52076815366745,0.2636474609375,0.021087004,5.358350125700236,2.029205083847046,1.2363587617874146,1300,0.0003,0.2,0.8433415293693542
231,825.25,619.2990127600001,4671,1081344,132,-0.030243124642584007,-19.55551423430443,0.15732421875,0.012085918,15.68964700102806,3.551750898361206,1.240454077720642,1310,0.0003,0.2,0.8891097903251648
231,832.05,626.5206254199999,4700,1089536,133,-0.031566954300069484,-19.584938752651215,0.24996337890625,0.022507247,6.265483610332012,2.1310391426086426,1.2408283948898315,1320,0.0003,0.2,0.8588781356811523
232,841.21,635.8006129999999,4728,1097728,134,-0.029897339776653098,-19.58505860567093,0.14945068359375,0.012185598,18.179054374992848,7.095848560333252,1.2421809434890747,1330,0.0003,0.2,0.8761605620384216
232,832.81,631.3425223300001,4758,1105920,135,-0.0349140189580794,-19.59699329137802,0.214111328125,0.020322371,8.875056883692741,2.500980854034424,1.2436059713363647,1340,0.0003,0.2,0.7346010208129883
232,824.48,626.16146579,4789,1114112,136,-0.0323868914761988,-19.612188959121703,0.228564453125,0.023035038,13.411542689055205,7.5436015129089355,1.2443773746490479,1350,0.0003,0.2,0.9095101356506348
232,805.18,612.37855464,4819,1122304,137,-0.03467011532338802,-19.64100793004036,0.243115234375,0.021248106,10.88595507889986,9.42371940612793,1.2490545511245728,1360,0.0003,0.2,0.8819324374198914
233,792.91,603.3792696899999,4848,1130496,138,-0.03356781728580245,-19.67031403183937,0.22493896484375,0.018222108,11.136188323795796,2.456912040710449,1.2515077590942383,1370,0.0003,0.2,0.900779664516449
233,781.75,596.04982444,4878,1138688,139,-0.03079032903224288,-19.70564522743225,0.3681884765625,0.039434284,9.795085588097573,1.8046679496765137,1.255949854850769,1380,0.0003,0.2,0.8601179122924805
233,788.8,602.8598413300001,4905,1146880,140,-0.029713234550581547,-19.73778831362724,0.32325439453125,0.037964974,8.057291881740094,2.92343807220459,1.2585097551345825,1390,0.0003,0.2,0.8670873045921326
233,804.34,616.5970833499999,4939,1155072,141,-0.026335521869623336,-19.7811314702034,0.4320556640625,0.04780864,4.864523299410939,1.0214214324951172,1.2625867128372192,1400,0.0003,0.2,0.86945641040802
233,820.46,630.9933434700001,4977,1163264,142,-0.03641846755381266,-19.8042973279953,0.38017578125,0.03857414,6.779488403350115,7.104601860046387,1.2662839889526367,1410,0.0003,0.2,0.784184992313385
233,832.74,642.28247171,5009,1171456,143,-0.030143154050892917,-19.83912558555603,0.22490234375,0.017033499,10.585602054744959,7.876499652862549,1.2694218158721924,1420,0.0003,0.2,0.8636587858200073
233,813.81,628.25703982,5042,1179648,144,-0.03057920683386328,-19.86194590330124,0.457958984375,0.0535661,4.831562472879886,1.0595897436141968,1.2718292474746704,1430,0.0003,0.2,0.8096137046813965
234,836.56,646.92551787,5074,1187840,145,-0.029482846851169597,-19.887693017721176,0.28275146484375,0.024153043,7.772307378053665,8.755064010620117,1.2746714353561401,1440,0.0003,0.2,0.8893696069717407
234,826.38,639.7502011400002,5107,1196032,146,-0.029745843682758278,-19.908917731046678,0.26688232421875,0.021734752,6.058662766218186,2.733480215072632,1.2769447565078735,1450,0.0003,0.2,0.8635681867599487
234,834.28,646.7674010200001,5139,1204224,147,-0.0309917360664258,-19.937825936079026,0.16199951171875,0.013048628,16.628104211390017,6.975413799285889,1.2801339626312256,1460,0.0003,0.2,0.8915157318115234
234,832.86,644.90785556,5169,1212416,148,-0.030269967955246103,-19.960799890756608,0.14547119140625,0.012082566,19.556944239139558,9.743414878845215,1.2821964025497437,1470,0.0003,0.2,0.8801016807556152
234,823.22,636.8707110500001,5199,1220608,149,-0.033254748277249745,-19.978306198120116,0.18907470703125,0.018156547,9.411598153412342,2.1327333450317383,1.2834440469741821,1480,0.0003,0.2,0.8419561982154846
235,799.29,617.92516132,5228,1228800,150,-0.03390598634177877,-19.987188470363616,0.20496826171875,0.016555022,11.073822042346,6.004950046539307,1.2848743200302124,1490,0.0003,0.2,0.9043424725532532
235,808.89,626.7613797800001,5257,1236992,151,-0.03031881508504739,-20.017143261432647,0.18382568359375,0.01626882,13.929265384376048,7.544803619384766,1.28923761844635,1500,0.0003,0.2,0.8938069343566895
235,811.78,630.2089827100001,5286,1245184,152,-0.04427521843681461,-20.09351782798767,0.55086669921875,0.06944218,2.799727341160178,0.9823969602584839,1.2962225675582886,1510,0.0003,0.2,-0.13081681728363037
213,804.41,623.9556150200001,5882,1253376,153,-0.035889936832245437,-20.1047721862793,0.2394775390625,0.021586262,7.336715301126242,6.451295852661133,1.2964725494384766,1520,0.0003,0.2,0.882908046245575
213,820.06,638.37632898,5918,1261568,154,-0.026806137151288566,-20.11324449777603,0.1516845703125,0.013572261,9.560953188687563,4.280477046966553,1.2984404563903809,1530,0.0003,0.2,0.921747624874115
213,811.15,631.08199833,5959,1269760,155,-0.030407337470387576,-20.135627484321596,0.24154052734375,0.020651424,8.539984127879142,5.500006675720215,1.3008750677108765,1540,0.0003,0.2,0.8521955013275146
213,824.37,643.0216043100002,5995,1277952,156,-0.028129183229611953,-20.162794238328935,0.16741943359375,0.014529031,12.926286341249943,5.126622200012207,1.3035467863082886,1550,0.0003,0.2,0.8798261880874634
213,844.2,660.11137588,6037,1286144,157,-0.03142812132427934,-20.16781966686249,0.2572021484375,0.021898095,8.312563820928336,2.390552043914795,1.302042841911316,1560,0.0003,0.2,0.8770890831947327
212,845.17,662.3858234800001,6079,1294336,158,-0.026602464414463612,-20.188103473186494,0.363720703125,0.037200652,7.791414615884423,2.6186492443084717,1.3077902793884277,1570,0.0003,0.2,0.7219849824905396
212,825.13,645.01358997,6118,1302528,159,-0.028476102415152128,-20.21731835603714,0.19658203125,0.01785776,10.690840010344981,5.0188889503479,1.309067964553833,1580,0.0003,0.2,0.9017854332923889
213,834.83,653.8412049799999,6150,1310720,160,-0.027797475151601247,-20.227464228868484,0.1457275390625,0.011855684,25.102208425104617,7.936300754547119,1.311270833015442,1590,0.0003,0.2,0.8796736001968384
213,836.52,655.4029803799999,6183,1318912,161,-0.03436361493440927,-20.273611187934875,0.46300048828125,0.06043354,3.8549632474780084,0.8756228685379028,1.3174935579299927,1600,0.0003,0.2,0.9102148413658142
213,834.69,653.3797130900001,6216,1327104,162,-0.02551934733055532,-20.314207983016967,0.18807373046875,0.01224214,13.935439103841782,7.531440734863281,1.321419358253479,1610,0.0003,0.2,0.9130202531814575
213,842.59,661.64757665,6251,1335296,163,-0.02805500932081486,-20.34517982006073,0.2244873046875,0.017897224,12.908123905211687,2.2005834579467773,1.3241711854934692,1620,0.0003,0.2,0.822224497795105
213,832.56,652.60503775,6284,1343488,164,-0.031585310643276895,-20.38629204630852,0.246826171875,0.02058254,11.961656565219164,8.052000045776367,1.3301348686218262,1630,0.0003,0.2,0.8051531314849854
213,841.72,660.65560365,6317,1351680,165,-0.034003245059284384,-20.410954838991167,0.22718505859375,0.018653683,10.28416281118989,8.44477653503418,1.330290675163269,1640,0.0003,0.2,0.8942574262619019
214,848.98,667.5710736799999,6349,1359872,166,-0.03581682267467841,-20.461914229393006,0.50904541015625,0.06595403,3.1227392472326754,0.9220857620239258,1.3381977081298828,1650,0.0003,0.2,0.8593307733535767
214,826.84,650.5976989300001,6381,1368064,167,-0.02904361806140514,-20.503645092248917,0.28402099609375,0.023505207,6.9003737580031155,2.8306591510772705,1.3430050611495972,1660,0.0003,0.2,0.8875291347503662
214,840.72,662.28435419,6413,1376256,168,-0.030003591664717534,-20.53157932162285,0.206494140625,0.017540276,8.468210802227258,7.0379767417907715,1.3453669548034668,1670,0.0003,0.2,0.9206569790840149
214,855.36,676.4938245199999,6457,1384448,169,-0.027575266736675985,-20.562817192077638,0.19979248046875,0.016348243,16.504452863335608,7.800459384918213,1.3493919372558594,1680,0.0003,0.2,0.8827230930328369
214,852.12,673.58355004,6493,1392640,170,-0.03892290275762207,-20.601861655712128,0.48447265625,0.059773188,2.7807120975106954,1.1033865213394165,1.3539276123046875,1690,0.0003,0.2,0.7011200189590454
214,850.1,673.0353815899999,6526,1400832,171,-0.028530225838767364,-20.63166374564171,0.18951416015625,0.016671998,6.336152418702841,1.051950454711914,1.3572689294815063,1700,0.0003,0.2,0.9066083431243896
214,840.92,667.06738716,6559,1409024,172,-0.025145500788494247,-20.64368024468422,0.11273193359375,0.009846636,19.375314016640186,6.86142110824585,1.3567837476730347,1710,0.0003,0.2,0.8416005373001099
215,824.15,652.89954059,6591,1417216,173,-0.032076515553490025,-20.641997146606446,0.24696044921875,0.022816643,5.645123895257711,2.8467395305633545,1.3569871187210083,1720,0.0003,0.2,0.8820252418518066
215,835.47,663.8102087000001,6623,1425408,174,-0.03062995679065352,-20.656401306390762,0.15330810546875,0.013049364,16.86444792598486,9.869895935058594,1.3603686094284058,1730,0.0003,0.2,0.9179820418357849
215,844.02,670.85076376,6654,1433600,175,-0.03512365546775982,-20.690479171276092,0.4150146484375,0.04990733,4.512408861145377,3.0133402347564697,1.364357590675354,1740,0.0003,0.2,0.004315674304962158
215,844.27,670.81926264,6686,1441792,176,-0.05104948203370441,-20.766079157590866,0.48885498046875,0.059063002,2.2661578942090275,0.6601622104644775,1.3726884126663208,1750,0.0003,0.2,0.3501703143119812
215,847.21,672.0200316500002,6718,1449984,177,-0.026109473257383796,-20.797305607795714,0.29522705078125,0.023576558,8.644861508905887,2.6291232109069824,1.3766802549362183,1760,0.0003,0.2,0.8215747475624084
216,829.69,657.8316579699999,6750,1458176,178,-0.023732563519297402,-20.82559813261032,0.12471923828125,0.011453215,8.375839515775443,4.165491104125977,1.3809109926223755,1770,0.0003,0.2,0.8956621289253235
216,841.64,668.76791823,6781,1466368,179,-0.026069001213181765,-20.85786324739456,0.1230224609375,0.01068048,13.791662055253983,7.416850566864014,1.3831297159194946,1780,0.0003,0.2,0.8949790596961975
216,845.42,674.2976971300002,6813,1474560,180,-0.03280722992203664,-20.883467137813568,0.3012939453125,0.031726353,5.8734544441103935,2.0623996257781982,1.3871879577636719,1790,0.0003,0.2,0.8581491708755493
216,868.31,694.8390141000002,6845,1482752,181,-0.03522698003216647,-20.927524292469023,0.302099609375,0.03052235,3.4433854930102825,0.9427388310432434,1.3925048112869263,1800,0.0003,0.2,0.9079766869544983
216,853.99,683.8060396099999,6878,1490944,182,-0.02801573730976088,-20.96229320168495,0.275634765625,0.026771018,5.977387408167123,0.8250216841697693,1.3951239585876465,1810,0.0003,0.2,0.8723913431167603
216,850.32,680.42319456,6912,1499136,183,-0.027167429752807948,-20.973589450120926,0.227880859375,0.020879027,7.723651991784573,3.464609146118164,1.3961507081985474,1820,0.0003,0.2,0.8734939694404602
216,853.52,684.4731526200001,6947,1507328,184,-0.026629868965392232,-20.990837848186494,0.124169921875,0.010357004,14.979066484421491,8.800434112548828,1.3992115259170532,1830,0.0003,0.2,0.9119403958320618
