time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/time_elapsed,time/fps,rollout/ep_len_mean,train/learning_rate,train/n_updates,train/clip_fraction,train/entropy_loss,train/std,train/approx_kl,train/value_loss,train/clip_range,train/policy_gradient_loss,train/loss,train/explained_variance
32,262144,40.09281056999999,694,377,130.97,0.0003,310,0.22166748046875,-17.42495572566986,1.0346590280532837,0.019592965,14.805442577600479,0.2,-0.04620638771884842,7.907427787780762,0.8823359608650208
33,270336,46.25418318,709,381,137.29,0.0003,320,0.22933349609375,-17.4470133125782,1.0372366905212402,0.02025274,14.592864528298378,0.2,-0.04675252758170245,6.559431076049805,0.889991283416748
34,278528,58.98843344000001,722,385,172.62,0.0003,330,0.22772216796875,-17.45817624926567,1.0369449853897095,0.020453572,14.568105065822602,0.2,-0.047932872991805195,6.457914352416992,0.8877238631248474
35,286720,66.48737169,736,389,191.91,0.0003,340,0.227001953125,-17.453670090436937,1.0373023748397827,0.02003311,14.426086729764938,0.2,-0.04665543042574427,6.313033103942871,0.8816637396812439
36,294912,59.543647420000006,751,392,174.84,0.0003,350,0.21600341796875,-17.47728830575943,1.0392903089523315,0.018313758,16.407338616251945,0.2,-0.04571646076947218,6.812318325042725,0.8975353240966797
37,303104,63.985903740000005,764,396,179.42,0.0003,360,0.2091796875,-17.480068534612656,1.039434790611267,0.017236555,18.573259156942367,0.2,-0.04510692045369069,10.945610046386719,0.885364294052124
38,311296,72.58331402,777,400,199.9,0.0003,370,0.223095703125,-17.485861951112746,1.04037606716156,0.01804143,18.105899301171302,0.2,-0.04558901848649839,8.642940521240234,0.8907737135887146
39,319488,91.52332721,788,405,235.08,0.0003,380,0.22955322265625,-17.491924005746842,1.0402320623397827,0.018849587,18.180806332826613,0.2,-0.04595811342587695,7.841020107269287,0.8872782588005066
40,327680,108.68055870999997,800,409,275.12,0.0003,390,0.247021484375,-17.495991265773775,1.0410202741622925,0.02073598,15.052426046133041,0.2,-0.04793226612673607,5.84470272064209,0.8846767544746399
41,335872,122.91279422,811,413,309.98,0.0003,400,0.24742431640625,-17.477438473701476,1.0382593870162964,0.020384708,16.407735908031462,0.2,-0.0481193479616195,5.6006693840026855,0.8898849487304688
42,344064,140.14451227,822,418,347.11,0.0003,410,0.252197265625,-17.465718460083007,1.0377159118652344,0.022335302,15.870089349150657,0.2,-0.048146926377376074,6.812446117401123,0.8733451962471008
43,352256,161.8252975,833,422,394.07,0.0003,420,0.2479736328125,-17.483053398132324,1.0402395725250244,0.021853741,17.057695642113686,0.2,-0.04551667302876013,6.369324207305908,0.8711125254631042
44,360448,182.94099612000002,843,427,435.82,0.0003,430,0.262744140625,-17.530698376893998,1.0445340871810913,0.021892007,13.64673947095871,0.2,-0.04562225452391431,4.869999885559082,0.8577935099601746
45,368640,200.45733807000005,855,431,466.83,0.0003,440,0.2157470703125,-17.55688208937645,1.0464861392974854,0.01804287,17.846460980176925,0.2,-0.04110550727054942,7.607863426208496,0.8673138618469238
46,376832,219.42725872000003,864,435,503.15,0.0003,450,0.219287109375,-17.595042794942856,1.049952745437622,0.018560195,20.50096755027771,0.2,-0.04129502975702053,10.139768600463867,0.8658230900764465
47,385024,242.45738849999998,875,439,539.93,0.0003,460,0.261279296875,-17.622037881612776,1.0519685745239258,0.02125382,15.470646396279335,0.2,-0.04401670162114897,8.277127265930176,0.8362941145896912
48,393216,259.28862386000003,885,443,566.98,0.0003,470,0.23662109375,-17.630311298370362,1.0521408319473267,0.019996092,17.02396031022072,0.2,-0.04291338676921441,6.458007335662842,0.8480579257011414
49,401408,278.38712224,896,447,593.14,0.0003,480,0.26636962890625,-17.648307293653488,1.0551235675811768,0.023123559,13.60173895061016,0.2,-0.04558941989962477,6.15300178527832,0.8544114828109741
50,409600,301.11315524,906,451,623.23,0.0003,490,0.30123291015625,-17.668573635816575,1.0556844472885132,0.025410322,10.102650234103203,0.2,-0.04488911273947451,3.4583427906036377,0.8166455626487732
51,417792,309.76776667,917,455,627.65,0.0003,500,0.285107421875,-17.696010160446168,1.059248447418213,0.025163718,9.019380162656308,0.2,-0.04384572025737725,4.2294020652771,0.8620569705963135
52,425984,326.82957505999997,927,459,656.05,0.0003,510,0.248974609375,-17.7332404255867,1.0618159770965576,0.02184619,10.42499611377716,0.2,-0.04265453213447472,4.376773357391357,0.86409991979599
53,434176,351.4380067899999,937,462,692.94,0.0003,520,0.29044189453125,-17.748664921522142,1.0623118877410889,0.026017934,8.705539079010487,0.2,-0.044402342985267754,3.5300447940826416,0.8640051484107971
54,442368,366.53554836,948,466,714.63,0.0003,530,0.335107421875,-17.791979467868806,1.0681897401809692,0.03229589,7.5224429100751875,0.2,-0.04357661775720771,2.734259605407715,0.8093185424804688
55,450560,379.1831680000001,959,469,722.67,0.0003,540,0.35810546875,-17.819587290287018,1.0690048933029175,0.03357651,6.574499775469303,0.2,-0.03878035525121959,1.3039950132369995,0.8247151970863342
56,458752,386.80933031,969,473,732.85,0.0003,550,0.2256103515625,-17.83384257555008,1.0697590112686157,0.017795071,8.379682441055774,0.2,-0.03788087465945864,3.260298013687134,0.8927428722381592
57,466944,403.79573443000004,979,476,751.77,0.0003,560,0.264501953125,-17.85227550268173,1.0728517770767212,0.024971288,7.07091112434864,0.2,-0.036715778851066715,4.096807956695557,0.8575727343559265
58,475136,401.21516542000006,990,479,741.25,0.0003,570,0.30704345703125,-17.850355476140976,1.0721707344055176,0.025517998,6.425390233844519,0.2,-0.037258051186654484,3.4663753509521484,0.8619306087493896
59,483328,421.43492563,1000,482,773.47,0.0003,580,0.2404296875,-17.870421171188354,1.0744119882583618,0.020072019,7.289585616439581,0.2,-0.039878360909642654,4.5760111808776855,0.8922637104988098
60,491520,425.10984490999994,1011,486,775.31,0.0003,590,0.45799560546875,-17.895179986953735,1.0756319761276245,0.046128094,3.485428858548403,0.2,-0.04849397557991324,1.2509146928787231,0.2868156433105469
61,499712,428.51722664,1021,489,772.27,0.0003,600,0.1675048828125,-17.890563386678696,1.0752053260803223,0.012985272,9.142060485482215,0.2,-0.03335996429232182,4.158349990844727,0.8853316307067871
62,507904,438.6506447099999,1032,492,782.96,0.0003,610,0.2385009765625,-17.88599165678024,1.0751861333847046,0.020470101,5.733232203871012,0.2,-0.04136518641753355,2.6208972930908203,0.8660796880722046
63,516096,428.94000979,1042,495,760.6,0.0003,620,0.18485107421875,-17.89329959154129,1.0757849216461182,0.01592858,7.865528998523951,0.2,-0.03275768315797904,3.237396478652954,0.84818434715271
64,524288,440.54106958000006,1052,498,777.11,0.0003,630,0.18857421875,-17.91112587451935,1.0780138969421387,0.01574719,9.312086047977209,0.2,-0.03339024281158345,6.731000900268555,0.8978509306907654
65,532480,442.3618177899999,1063,500,772.95,0.0003,640,0.2789306640625,-17.929592341184616,1.080057978630066,0.028866567,5.568838055431843,0.2,-0.04258516014815541,2.260317325592041,0.8648278713226318
66,540672,444.49057513,1073,503,767.11,0.0003,650,0.172119140625,-17.94737885594368,1.081088900566101,0.01506065,9.213711196184159,0.2,-0.03352540856431006,3.423664093017578,0.8352007269859314
67,548864,472.06805091,1084,506,807.76,0.0003,660,0.1884033203125,-17.96064000725746,1.0822348594665527,0.016651753,10.285652911663055,0.2,-0.03625196264765691,2.4785044193267822,0.8855463266372681
68,557056,452.16216562,1094,508,767.76,0.0003,670,0.248291015625,-17.96414957642555,1.0817643404006958,0.024187759,7.786650665849447,0.2,-0.03589101761463098,6.406125068664551,0.875933051109314
69,565248,464.80722385,1105,511,782.89,0.0003,680,0.18985595703125,-17.965342670679092,1.0823107957839966,0.016498212,10.737968733906746,0.2,-0.03626446735579521,5.498218536376953,0.9194583892822266
70,573440,463.35365478000006,1115,514,772.87,0.0003,690,0.26455078125,-17.936519342660905,1.079038143157959,0.024988396,7.84170353487134,0.2,-0.04382759998552501,3.5842950344085693,0.8781879544258118
71,581632,476.04484021999997,1125,516,786.86,0.0003,700,0.233154296875,-17.93422514796257,1.0801076889038086,0.019888826,9.576160994172096,0.2,-0.04045812910480891,5.1348490715026855,0.9154787659645081
72,589824,485.1841214,1135,519,798.45,0.0003,710,0.29202880859375,-17.963978278636933,1.0826579332351685,0.02481208,6.734761081635952,0.2,-0.041619609281769956,2.581486701965332,0.8889394402503967
73,598016,494.29849123,1145,522,807.08,0.0003,720,0.33565673828125,-17.995206493139268,1.086441993713379,0.032221586,6.005026405304671,0.2,-0.038974978061742147,2.6765096187591553,0.845279335975647
74,606208,484.7182161299999,1156,524,788.39,0.0003,730,0.403369140625,-18.063809102773668,1.0932798385620117,0.042653535,4.34007667824626,0.2,-0.03941072698871721,1.8373277187347412,0.7289693355560303
75,614400,498.43335047999994,1166,526,805.7,0.0003,740,0.178466796875,-18.10449985265732,1.0956764221191406,0.013411055,11.216724090278149,0.2,-0.03070324737636838,3.144073486328125,0.8683773279190063
76,622592,497.35496896999996,1176,529,800.69,0.0003,750,0.2540283203125,-18.124781662225722,1.0973275899887085,0.023771465,7.256299646943807,0.2,-0.0399317131304997,2.2496726512908936,0.8404253721237183
77,630784,496.56793347,1186,531,795.08,0.0003,760,0.1918212890625,-18.131713676452637,1.0972926616668701,0.017029986,9.503382965922356,0.2,-0.03691855310171377,2.753110647201538,0.9169031381607056
78,638976,498.00655038,1197,533,792.59,0.0003,770,0.218310546875,-18.139037144184112,1.0982800722122192,0.019404769,8.551757030189037,0.2,-0.03824726987950271,3.9661121368408203,0.9048906564712524
79,647168,493.15892527999995,1207,535,779.13,0.0003,780,0.20985107421875,-18.15771827697754,1.1008464097976685,0.017911293,11.382837189733982,0.2,-0.036987681579194034,5.201831340789795,0.9015220999717712
80,655360,496.0652617900001,1217,538,777.98,0.0003,790,0.186181640625,-18.186571234464644,1.1036330461502075,0.016697638,13.362771898508072,0.2,-0.035212754948588554,8.422356605529785,0.8664019107818604
81,663552,488.20846781000006,1228,540,760.57,0.0003,800,0.26087646484375,-18.201344239711762,1.1035188436508179,0.022453586,9.176577267050742,0.2,-0.038794438002514656,6.1159515380859375,0.9066854119300842
82,671744,486.24261857,1238,542,755.43,0.0003,810,0.26978759765625,-18.196488052606583,1.1042335033416748,0.026419051,11.940118653327227,0.2,-0.03449833435734036,2.2573156356811523,0.8455033302307129
83,679936,507.3211118900001,1249,544,779.61,0.0003,820,0.4271728515625,-18.219923490285872,1.1065937280654907,0.042882722,4.69399834945798,0.2,-0.039528217687620784,1.5045408010482788,0.8275787234306335
84,688128,511.41583194,1260,546,781.74,0.0003,830,0.42861328125,-18.253677493333818,1.1092138290405273,0.047128815,3.865206765383482,0.2,-0.044380726692907047,1.1778345108032227,0.8242598176002502
85,696320,510.45801979,1271,547,776.56,0.0003,840,0.198974609375,-18.267585396766663,1.1100183725357056,0.016893473,7.568046346306801,0.2,-0.034354372145753584,3.127155303955078,0.895148515701294
86,704512,508.29415933,1281,549,767.26,0.0003,850,0.25655517578125,-18.270986461639403,1.1106396913528442,0.022047691,10.542293781787157,0.2,-0.0364265949530818,7.250880718231201,0.8804775476455688
87,712704,522.0414010300001,1292,551,783.12,0.0003,860,0.1973876953125,-18.29405051469803,1.113006830215454,0.016852753,9.655406112223863,0.2,-0.03382956409404869,4.429298400878906,0.9068753123283386
88,720896,533.5957612499999,1302,553,797.2,0.0003,870,0.4550537109375,-18.329402214288713,1.1159882545471191,0.0498966,6.857596286386252,0.2,-0.0417083791562618,2.9064395427703857,0.7140049934387207
89,729088,539.1058247,1312,555,801.67,0.0003,880,0.15345458984375,-18.3435439825058,1.1174548864364624,0.012789706,10.434357970952988,0.2,-0.02861661669157911,5.634565830230713,0.8876844048500061
90,737280,537.6968201000001,1323,557,796.52,0.0003,890,0.144189453125,-18.355294823646545,1.1184695959091187,0.013067625,16.767758056521416,0.2,-0.028805048435606294,12.987903594970703,0.874332070350647
91,745472,530.45587604,1333,558,782.88,0.0003,900,0.1293212890625,-18.374719268083574,1.1210297346115112,0.011620477,23.047809928655624,0.2,-0.029083243326022058,16.054702758789062,0.8843974471092224
92,753664,530.7001411699999,1343,560,778.65,0.0003,910,0.18486328125,-18.384006547927857,1.12130868434906,0.016175317,15.899038664996624,0.2,-0.03194082036134205,9.074474334716797,0.8695566654205322
93,761856,539.28619768,1354,562,789.04,0.0003,920,0.3826904296875,-18.39629446864128,1.1240251064300537,0.038090672,6.389846525341272,0.2,-0.0368501356591878,1.9501279592514038,0.7415939569473267
94,770048,523.84346943,1364,564,762.65,0.0003,930,0.498486328125,-18.446673291921616,1.1277920007705688,0.057479043,3.107163871824741,0.2,-0.05043450306402519,1.4856361150741577,0.2169448733329773
95,778240,527.8065361,1375,565,763.05,0.0003,940,0.1856201171875,-18.468023252487182,1.1307235956192017,0.014065884,8.957667093724012,0.2,-0.027299270064395385,2.5619213581085205,0.8733215928077698
96,786432,535.39553435,1385,567,770.18,0.0003,950,0.1343994140625,-18.492317205667497,1.131675124168396,0.011801386,11.492759691178799,0.2,-0.029056007729377598,4.609643459320068,0.882149338722229
97,794624,525.36097168,1395,569,754.97,0.0003,960,0.1681640625,-18.50842621922493,1.13345205783844,0.013719607,10.257345249503851,0.2,-0.030298030745325378,3.7522668838500977,0.805557131767273
98,802816,529.4161873,1406,570,756.0,0.0003,970,0.16497802734375,-18.526087284088135,1.1350921392440796,0.014397999,12.191560812294483,0.2,-0.03139774782175664,9.266176223754883,0.8922441601753235
99,811008,521.28964306,1416,572,742.94,0.0003,980,0.1553466796875,-18.540816056728364,1.1369813680648804,0.014225671,16.627887382358313,0.2,-0.03178124538826523,4.6549272537231445,0.8991504907608032
100,819200,530.45065511,1427,573,752.35,0.0003,990,0.156494140625,-18.564581036567688,1.139337420463562,0.013210844,16.674122424423693,0.2,-0.033513666545331944,9.144282341003418,0.8847702741622925
101,827392,514.1397265200001,1437,575,727.57,0.0003,1000,0.17979736328125,-18.574442994594573,1.1387985944747925,0.0153931435,13.214957639575005,0.2,-0.036126126476301576,7.536787986755371,0.9230204820632935
102,835584,509.6709798500001,1448,576,717.77,0.0003,1010,0.22100830078125,-18.60234248638153,1.1443876028060913,0.017911717,12.877674894034863,0.2,-0.03664327249316557,6.286872386932373,0.8890094757080078
103,843776,519.30446129,1458,578,728.84,0.0003,1020,0.20626220703125,-18.63387976884842,1.145685076713562,0.016977217,14.376518718898296,0.2,-0.03526012356596766,8.117491722106934,0.860477089881897
104,851968,526.86001729,1468,579,738.04,0.0003,1030,0.23516845703125,-18.64750872850418,1.1471672058105469,0.019883897,15.200801113247872,0.2,-0.03882127315737307,11.65204906463623,0.8926975727081299
105,860160,525.12492644,1479,581,736.04,0.0003,1040,0.261328125,-18.679225277900695,1.150564193725586,0.024254514,9.352932916581631,0.2,-0.03692899371380918,2.5316922664642334,0.9050139784812927
106,868352,524.52063308,1489,582,731.71,0.0003,1050,0.274169921875,-18.718032628297806,1.1543725728988647,0.0264301,12.764191304147243,0.2,-0.037063605881121474,2.5516719818115234,0.8528808355331421
107,876544,534.07060222,1500,584,742.73,0.0003,1060,0.2936767578125,-18.733852165937424,1.1548347473144531,0.02415523,12.319985020160676,0.2,-0.03568329458576045,3.3643484115600586,0.9008732438087463
108,884736,542.34408171,1510,585,751.33,0.0003,1070,0.37381591796875,-18.79441707730293,1.162038803100586,0.040640503,9.588912900537252,0.2,-0.03596386806784722,2.4576234817504883,0.8638119697570801
109,892928,571.0816699999999,1520,587,785.21,0.0003,1080,0.2619873046875,-18.820092421770095,1.1634544134140015,0.024603568,10.78287840411067,0.2,-0.0333275729957677,10.114035606384277,0.866243302822113
110,901120,561.21727617,1531,588,771.7,0.0003,1090,0.50050048828125,-18.812707668542863,1.1638846397399902,0.056506395,3.630069452524185,0.2,-0.046046743118495215,1.380002737045288,0.47270554304122925
111,909312,569.6040819899999,1541,589,779.91,0.0003,1100,0.17020263671875,-18.844865566492082,1.1665338277816772,0.011916763,15.937194429337978,0.2,-0.02945597909783828,6.74091100692749,0.8856129050254822
112,917504,567.64873263,1551,591,774.52,0.0003,1110,0.19873046875,-18.865372949838637,1.1683979034423828,0.016656328,10.183352391421796,0.2,-0.03547824520792346,6.019686698913574,0.8815927505493164
113,925696,576.22553494,1562,592,782.5,0.0003,1120,0.18162841796875,-18.890075093507768,1.1713900566101074,0.01377975,18.195932476222517,0.2,-0.029024583068530774,3.4984333515167236,0.8886913061141968
114,933888,571.79385865,1572,594,774.43,0.0003,1130,0.21014404296875,-18.92891808748245,1.1747899055480957,0.017488308,11.031244665384293,0.2,-0.03233792367609567,3.975564956665039,0.884085476398468
115,942080,586.4859241099999,1582,595,791.44,0.0003,1140,0.2314208984375,-18.959383034706114,1.1779860258102417,0.02046138,12.260458721220493,0.2,-0.03455807017016923,3.9903066158294678,0.8893039226531982
116,950272,594.6836829700001,1592,596,799.1,0.0003,1150,0.265625,-18.972317683696748,1.177476167678833,0.025621377,9.637859125435352,0.2,-0.03402207558392547,3.0401389598846436,0.8840036392211914
117,958464,567.31544338,1603,597,762.76,0.0003,1160,0.25963134765625,-18.99416602253914,1.181955099105835,0.023001004,10.00624751523137,0.2,-0.03621718688809779,2.8114373683929443,0.8339667320251465
118,966656,563.02478259,1613,598,757.66,0.0003,1170,0.2121337890625,-19.048170709609984,1.1880767345428467,0.016747277,19.619590325653554,0.2,-0.03675801248318748,11.61933422088623,0.917904794216156
119,974848,579.60047176,1624,600,774.84,0.0003,1180,0.226513671875,-19.09076936841011,1.1908541917800903,0.019220041,15.07137472331524,0.2,-0.03800025083764922,8.933231353759766,0.863713264465332
120,983040,595.0571513799999,1634,601,794.01,0.0003,1190,0.41248779296875,-19.10785938501358,1.1925606727600098,0.037570346,10.894521285593509,0.2,-0.03264629837940447,5.3214592933654785,0.7684890031814575
121,991232,601.9446367500001,1644,602,803.25,0.0003,1200,0.2959228515625,-19.150865548849104,1.1983861923217773,0.027763918,8.617512223124503,0.2,-0.03472498330520466,4.601333141326904,0.7590703368186951
122,999424,612.4768546,1654,603,816.3,0.0003,1210,0.26396484375,-19.194259697198866,1.2017467021942139,0.026172794,7.7669504545629025,0.2,-0.03724381423562591,1.9141743183135986,0.8939766883850098
123,1007616,618.22878808,1665,605,823.07,0.0003,1220,0.38734130859375,-19.235681200027464,1.2050687074661255,0.03665161,6.839046839624643,0.2,-0.035013887281093045,1.8211898803710938,0.9257850646972656
124,1015808,626.5357018899999,1675,606,833.47,0.0003,1230,0.372509765625,-19.25569107532501,1.207303762435913,0.03951141,6.118286049365997,0.2,-0.03636945153848501,1.5498217344284058,0.8253856897354126
125,1024000,620.3538257800001,1685,607,825.34,0.0003,1240,0.55272216796875,-19.30763358473778,1.2136646509170532,0.065215394,5.514004518091679,0.2,-0.031611213328505985,5.364581108093262,0.8593148589134216
126,1032192,618.0818435199999,1695,608,820.54,0.0003,1250,0.16407470703125,-19.330861383676528,1.215329647064209,0.011334587,15.515755400061607,0.2,-0.024307577982835938,5.058842182159424,0.8348783254623413
127,1040384,643.62494298,1705,609,852.58,0.0003,1260,0.14044189453125,-19.349848318099976,1.2175798416137695,0.0126470765,16.03864643648267,0.2,-0.02988333240245993,3.0580596923828125,0.8755415081977844
128,1048576,660.15351351,1715,611,871.69,0.0003,1270,0.269873046875,-19.38234186768532,1.2209357023239136,0.026579639,8.609248976409436,0.2,-0.03116660903033335,4.893980026245117,0.8894557952880859
129,1056768,648.10741481,1725,612,855.76,0.0003,1280,0.22911376953125,-19.39133734703064,1.2210835218429565,0.023102514,10.282304649800063,0.2,-0.032124873918655796,2.8322787284851074,0.8811858296394348
130,1064960,631.3121287399999,1736,613,832.7,0.0003,1290,0.15667724609375,-19.406611740589142,1.2233551740646362,0.012840925,22.82235443741083,0.2,-0.029475716822344112,10.793712615966797,0.8755624890327454
131,1073152,632.50960537,1746,614,831.31,0.0003,1300,0.19771728515625,-19.42009600996971,1.2237662076950073,0.019176695,14.826515024900436,0.2,-0.035152556681714485,4.092498779296875,0.8644590377807617
132,1081344,633.00273643,1756,615,830.91,0.0003,1310,0.3913330078125,-19.436428707838058,1.227015733718872,0.04097578,8.66521999835968,0.2,-0.03556782148843922,3.4683330059051514,0.736486554145813
133,1089536,639.11112614,1766,616,836.93,0.0003,1320,0.27493896484375,-19.497429764270784,1.2340962886810303,0.025593482,9.575133942067623,0.2,-0.03243518963863608,1.893703818321228,0.8664656281471252
134,1097728,602.19632177,1776,617,788.76,0.0003,1330,0.471826171875,-19.552664631605147,1.240854263305664,0.067876115,4.585574812442064,0.2,-0.02571837167342892,0.8548889756202698,0.8007737398147583
135,1105920,625.60985694,1787,618,816.53,0.0003,1340,0.1610107421875,-19.609984195232393,1.2453447580337524,0.011106839,19.95875286757946,0.2,-0.025313243761775083,7.149271488189697,0.8947315216064453
136,1114112,624.47586795,1797,619,813.49,0.0003,1350,0.1566162109375,-19.64267877340317,1.2481473684310913,0.012956811,14.180432264506816,0.2,-0.03171833578089718,6.546233177185059,0.8525561690330505
137,1122304,624.11735598,1807,620,810.43,0.0003,1360,0.28756103515625,-19.687664687633514,1.253056287765503,0.027954202,6.543848622590303,0.2,-0.037784065167943484,3.404484987258911,0.8254364132881165
138,1130496,612.06939832,1818,621,793.87,0.0003,1370,0.23885498046875,-19.71333301663399,1.255330204963684,0.019454405,8.679880017787218,0.2,-0.033207682508509605,4.303125381469727,0.9011067748069763
