time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/n_updates,train/std,train/value_loss,train/loss,train/approx_kl,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range
338,106496,70.21,314,9.867023620000001,13,0.7314150929450989,120,1.0226926803588867,18.09969435632229,8.228848457336426,0.011292929,0.0003,-17.290557354688644,-0.033205576152249706,0.1272216796875,0.2
337,114688,65.35,339,7.82362441,14,0.7594029903411865,130,1.0224701166152954,17.663418075442316,7.996108531951904,0.011512112,0.0003,-17.296094197034837,-0.03329378735725186,0.12564697265625,0.2
338,122880,68.79,362,9.994963879999998,15,0.7989326119422913,140,1.0227230787277222,14.834198144078254,7.245133399963379,0.01252052,0.0003,-17.294530779123306,-0.034996909296751255,0.1492919921875,0.2
339,131072,67.29,386,11.292352999999999,16,0.8079845905303955,150,1.0232619047164917,15.047031849622726,6.332557201385498,0.013158511,0.0003,-17.29790120124817,-0.03529543469776399,0.1582275390625,0.2
339,139264,68.55,409,11.912615240000003,17,0.8408119082450867,160,1.01993727684021,12.000214633345603,5.657630443572998,0.013311843,0.0003,-17.270600312948226,-0.03730751678813249,0.164697265625,0.2
341,147456,77.39,431,14.97447154,18,0.839191198348999,170,1.0203412771224976,13.449550437927247,6.670746803283691,0.013419919,0.0003,-17.263488167524336,-0.038445880034123546,0.1613525390625,0.2
342,155648,74.38,453,14.387255810000001,19,0.8433901071548462,180,1.0215448141098022,13.394407308101654,5.7527642250061035,0.013094236,0.0003,-17.276898580789567,-0.03728959399159067,0.15147705078125,0.2
344,163840,77.56,475,14.013971770000001,20,0.8466711044311523,190,1.0216413736343384,13.777204182744025,7.265432357788086,0.0136557575,0.0003,-17.280507588386534,-0.036445296555757525,0.16446533203125,0.2
346,172032,81.71,496,16.10111754,21,0.8430985808372498,200,1.0208414793014526,14.301821553707123,5.839730739593506,0.013700952,0.0003,-17.275779634714127,-0.037331352331966626,0.15948486328125,0.2
347,180224,79.2,518,14.689568499999998,22,0.8374054431915283,210,1.0209695100784302,15.72975601553917,7.448736190795898,0.013489587,0.0003,-17.272752565145492,-0.03785297778813401,0.16363525390625,0.2
349,188416,86.33,538,19.476734620000002,23,0.8366273641586304,220,1.0224854946136475,16.798750585317613,8.336784362792969,0.014104593,0.0003,-17.284286034107208,-0.039721364634897324,0.175146484375,0.2
351,196608,84.33,559,18.998685749999996,24,0.8514412045478821,230,1.0229898691177368,15.11282628774643,7.33144998550415,0.014579892,0.0003,-17.29824777841568,-0.03781603254610673,0.1668212890625,0.2
353,204800,85.97,579,18.139419779999997,25,0.8765155673027039,240,1.02345871925354,12.682857346534728,5.588771820068359,0.015796449,0.0003,-17.298984801769258,-0.041942022524017374,0.1855224609375,0.2
355,212992,86.57,599,19.81248761,26,0.869422197341919,250,1.0238513946533203,14.82930060327053,5.914192199707031,0.015244927,0.0003,-17.301544803380967,-0.040308880770317045,0.18419189453125,0.2
357,221184,92.56,619,24.558379210000002,27,0.8638385534286499,260,1.0266082286834717,15.546885091066361,7.773277759552002,0.01598905,0.0003,-17.32512640953064,-0.04162123112328118,0.18956298828125,0.2
359,229376,98.93,638,25.5970191,28,0.8735045790672302,270,1.0272245407104492,13.989736410975457,5.097860336303711,0.017882131,0.0003,-17.346811825037,-0.04331691309344023,0.20181884765625,0.2
362,237568,104.12,656,27.1804794,29,0.8864791393280029,280,1.025785207748413,13.026342630386353,6.078653812408447,0.018164378,0.0003,-17.3328479886055,-0.04481571629730752,0.22027587890625,0.2
