time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/n_updates,train/std,train/value_loss,train/loss,train/approx_kl,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range
624,1171456,816.26,1875,636.81468977,143,0.8706121444702148,1420,1.2596489191055298,14.09384678453207,9.079568862915039,0.020508623,0.0003,-19.753033888339996,-0.03540037763887085,0.242626953125,0.2
625,1179648,817.19,1884,639.00478269,144,0.9043407440185547,1430,1.2625494003295898,9.100973612070083,1.421694040298462,0.03299503,0.0003,-19.78159344792366,-0.03858956174080959,0.3188232421875,0.2
626,1187840,802.31,1895,626.5977504800001,145,0.8937125205993652,1440,1.2676304578781128,9.671549087017775,4.977675437927246,0.033057302,0.0003,-19.811950027942657,-0.031426772660051935,0.34388427734375,0.2
627,1196032,785.6,1905,615.24473146,146,0.9218450784683228,1450,1.2699800729751587,13.039904019236564,9.909497261047363,0.022578023,0.0003,-19.854497796297075,-0.03529363786728936,0.2601806640625,0.2
628,1204224,784.58,1915,615.0018402,147,0.84071284532547,1460,1.2760926485061646,14.02462466582656,3.2599244117736816,0.030962871,0.0003,-19.892430114746094,-0.03104580086801434,0.312353515625,0.2
629,1212416,786.53,1925,618.32509492,148,0.8465065956115723,1470,1.279276728630066,12.946271850168705,5.4231719970703125,0.023300726,0.0003,-19.929283463954924,-0.035752169984334614,0.26412353515625,0.2
630,1220608,797.07,1935,628.11519719,149,0.8885180354118347,1480,1.284340262413025,8.701000226289034,2.0028536319732666,0.035116896,0.0003,-19.981516367197038,-0.034012323510251005,0.35135498046875,0.2
631,1228800,801.45,1945,632.8615931300001,150,0.907157301902771,1490,1.2875913381576538,12.68149680569768,3.75683331489563,0.026131548,0.0003,-20.01459284424782,-0.03151896429480985,0.32069091796875,0.2
632,1236992,796.34,1955,629.53753786,151,0.8730158805847168,1500,1.291891098022461,23.266336439549924,10.558869361877441,0.016683236,0.0003,-20.0437312066555,-0.02927361762849614,0.21240234375,0.2
633,1245184,789.68,1965,624.7216276900001,152,0.8351999521255493,1510,1.3000439405441284,18.39771836102009,4.790186882019043,0.022410389,0.0003,-20.11248819231987,-0.03548018128931289,0.2515380859375,0.2
634,1253376,811.28,1975,644.65201973,153,0.9084730744361877,1520,1.3020355701446533,12.193397289514541,3.867607355117798,0.022322422,0.0003,-20.154023694992066,-0.03614870134915691,0.2757568359375,0.2
635,1261568,796.36,1985,633.08470931,154,-0.14526963233947754,1530,1.3137127161026,3.4852372623980044,1.161234736442566,0.07101441,0.0003,-20.238550114631654,-0.031708329157845584,0.5718505859375,0.2
636,1269760,820.69,1995,653.38151736,155,0.8877890706062317,1540,1.314128041267395,12.18864385187626,3.9317209720611572,0.013006901,0.0003,-20.259307408332823,-0.02781636478030123,0.1675048828125,0.2
637,1277952,832.38,2005,663.8727893999999,156,0.8697050213813782,1550,1.3194226026535034,11.573846453428269,3.4817118644714355,0.021316169,0.0003,-20.290550470352173,-0.02905372178356629,0.2174560546875,0.2
638,1286144,801.22,2015,638.92868353,157,0.8208286762237549,1560,1.3227678537368774,6.955154301226139,1.8918691873550415,0.024876386,0.0003,-20.334307646751405,-0.03074197075839038,0.2630859375,0.2
639,1294336,806.7,2025,644.12918801,158,0.8998504877090454,1570,1.328689455986023,13.039898728579283,2.3562324047088623,0.0128795095,0.0003,-20.372574758529662,-0.029311314165533987,0.15706787109375,0.2
640,1302528,805.27,2035,642.3204659400001,159,0.8010827302932739,1580,1.3313509225845337,14.13144398033619,6.994278430938721,0.018331159,0.0003,-20.41116099357605,-0.03293334042391507,0.19593505859375,0.2
640,1310720,815.04,2045,651.5183580300001,160,0.8902722597122192,1590,1.3323521614074707,18.729360738396643,10.27198314666748,0.014101881,0.0003,-20.41862685084343,-0.03337829603842692,0.17677001953125,0.2
641,1318912,808.87,2055,646.6565695900001,161,0.8836507201194763,1600,1.3343433141708374,9.293203093111515,3.2297980785369873,0.025723156,0.0003,-20.435909080505372,-0.03192857842659578,0.267138671875,0.2
642,1327104,822.28,2065,657.9308826199999,162,0.8582583665847778,1610,1.3372511863708496,20.775743599236012,5.532871723175049,0.013515547,0.0003,-20.452768021821974,-0.030837200678797673,0.1718994140625,0.2
643,1335296,814.8,2075,651.1681923699999,163,0.8762235641479492,1620,1.3435615301132202,8.911070547252894,1.0629472732543945,0.048485912,0.0003,-20.488815003633498,-0.02893360618254519,0.41075439453125,0.2
644,1343488,835.13,2085,668.57973498,164,0.829735279083252,1630,1.3465895652770996,14.432366919517516,6.158940315246582,0.017412093,0.0003,-20.538165205717085,-0.030893563907011413,0.22784423828125,0.2
645,1351680,836.9,2095,671.56976823,165,0.8211408853530884,1640,1.3536567687988281,9.969031322747469,4.472073078155518,0.035928823,0.0003,-20.58718698620796,-0.03256312150188023,0.33880615234375,0.2
645,1359872,819.59,2105,656.8227709999999,166,0.3311610817909241,1650,1.3606375455856323,2.9900419510900975,1.2816137075424194,0.06552011,0.0003,-20.660029542446136,-0.045281989840441385,0.5220703125,0.2
646,1368064,834.81,2115,671.00725404,167,0.8866685628890991,1660,1.3636093139648438,9.332769905775786,5.335394859313965,0.0191153,0.0003,-20.685267263650893,-0.026368218784045893,0.2201904296875,0.2
647,1376256,847.75,2125,681.87551202,168,0.8580624461174011,1670,1.3666268587112427,4.575840996950864,0.753402829170227,0.031503983,0.0003,-20.716902059316634,-0.03184996447671438,0.299560546875,0.2
648,1384448,853.74,2135,686.87154633,169,0.8440154194831848,1680,1.3695961236953735,6.295460603758693,7.397333145141602,0.045573622,0.0003,-20.75572473406792,-0.02584178459364921,0.3949951171875,0.2
649,1392640,853.26,2145,687.36479665,170,0.8734747767448425,1690,1.372208595275879,10.892394147068263,4.402124881744385,0.0135460645,0.0003,-20.766190433502196,-0.025448021007468923,0.16658935546875,0.2
649,1400832,852.88,2155,687.1773549600001,171,0.8897719383239746,1700,1.377358317375183,12.487532578408718,4.081558704376221,0.015417404,0.0003,-20.802470284700394,-0.024751578811265062,0.19532470703125,0.2
650,1409024,852.67,2165,687.7717602200001,172,0.8929945230484009,1710,1.3821181058883667,17.415474392473698,6.008194446563721,0.0123529695,0.0003,-20.843990302085878,-0.028541255076561356,0.14923095703125,0.2
651,1417216,847.49,2175,684.5998825799999,173,0.908440351486206,1720,1.3854283094406128,8.479541290551424,2.3751344680786133,0.024610508,0.0003,-20.88221983909607,-0.03801121002979926,0.2490966796875,0.2
652,1425408,856.81,2184,692.7431104200001,174,0.840376079082489,1730,1.388865351676941,6.317754325270653,1.2504404783248901,0.03277763,0.0003,-20.90239703655243,-0.027982411024640896,0.35897216796875,0.2
653,1433600,851.22,2194,687.3257413599999,175,0.8849302530288696,1740,1.3977478742599487,3.0839726224541666,0.6363584995269775,0.065079905,0.0003,-20.971357464790344,-0.034270597286376867,0.48043212890625,0.2
654,1441792,855.37,2204,691.0260126099997,176,0.8478821516036987,1750,1.402495265007019,12.690045243501663,4.64058256149292,0.012392245,0.0003,-21.02116687297821,-0.020732592946296792,0.21448974609375,0.2
654,1449984,840.14,2214,677.8557950999999,177,0.8659968972206116,1760,1.4067381620407104,7.435348293930292,1.0349775552749634,0.016473062,0.0003,-21.056783723831177,-0.029844744677393464,0.19383544921875,0.2
655,1458176,842.47,2225,680.63976497,178,0.8998452425003052,1770,1.4105397462844849,14.3440738491714,5.729430675506592,0.011967784,0.0003,-21.089730268716814,-0.027487319014471722,0.14669189453125,0.2
656,1466368,855.47,2234,692.29712435,179,0.8555862903594971,1780,1.411871314048767,11.45320366024971,6.756361484527588,0.017017754,0.0003,-21.11115496754646,-0.03260589659985271,0.2114501953125,0.2
656,1474560,867.13,2244,703.3081327599998,180,0.9111318588256836,1790,1.4169864654541016,5.628017534315586,1.5603142976760864,0.03132881,0.0003,-21.140061843395234,-0.031173638521431714,0.2853271484375,0.2
657,1482752,859.59,2254,698.28925328,181,0.9107521772384644,1800,1.418875813484192,6.025445565581322,1.734703540802002,0.026442453,0.0003,-21.171055048704147,-0.034339865243964596,0.2781494140625,0.2
658,1490944,880.68,2264,717.3739705300001,182,0.8757835626602173,1810,1.4237565994262695,5.852323860302567,1.0011106729507446,0.036456134,0.0003,-21.201705873012543,-0.02242738191052922,0.39879150390625,0.2
658,1499136,866.9,2274,706.3126799600001,183,0.31407636404037476,1820,1.4320956468582153,4.51899034678936,0.8824783563613892,0.04536105,0.0003,-21.26336188316345,-0.029113593099282298,0.44998779296875,0.2
659,1507328,862.01,2284,702.6290017299997,184,0.8851815462112427,1830,1.4362236261367798,11.604996947199107,2.8863425254821777,0.017200999,0.0003,-21.302088183164596,-0.02798653567151632,0.20718994140625,0.2
