time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/clip_range,train/learning_rate,train/entropy_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/loss,train/value_loss,train/std
496,78.31,330,163840,14.78968123,20,0.8575235605239868,0.2,0.0003,-17.199829190969467,0.014310991,0.1635498046875,190,-0.03798174128169194,5.524232864379883,11.484723669290542,1.0150723457336426
517,83.81,332,172032,15.76536267,21,0.8497031927108765,0.2,0.0003,-17.21125590801239,0.013829727,0.15970458984375,200,-0.03958997582376469,6.249464511871338,13.879550039768219,1.0163081884384155
536,89.21,335,180224,19.45722162,22,0.8419582843780518,0.2,0.0003,-17.237550604343415,0.013135817,0.14979248046875,210,-0.037608743653981945,7.606046676635742,14.92260828614235,1.018442988395691
556,89.56,338,188416,21.9849684,23,0.8548497557640076,0.2,0.0003,-17.258196192979813,0.013798153,0.1613037109375,220,-0.038990053843008354,6.2142252922058105,14.6469542324543,1.0198944807052612
575,95.33,341,196608,21.15357512,24,0.8524783253669739,0.2,0.0003,-17.234286904335022,0.014200915,0.1674560546875,230,-0.040141626149124934,7.7491865158081055,15.655865800380706,1.0166401863098145
594,97.5,344,204800,22.13531007,25,0.8445077538490295,0.2,0.0003,-17.237052589654922,0.0147418035,0.17498779296875,240,-0.03992270669696154,8.58537769317627,17.380131560564042,1.0187833309173584
613,98.35,347,212992,25.047965710000003,26,0.8559997081756592,0.2,0.0003,-17.267884761095047,0.014903079,0.17716064453125,250,-0.040822593477059854,6.472201347351074,16.520539757609367,1.0214558839797974
629,109.64,351,221184,29.501339469999998,27,0.8678709268569946,0.2,0.0003,-17.276629394292833,0.015292773,0.18240966796875,260,-0.041015292845258955,7.380375385284424,16.08887786567211,1.0211126804351807
646,126.25,354,229376,35.419341329999995,28,0.8673156499862671,0.2,0.0003,-17.27318806052208,0.015663017,0.1759521484375,270,-0.04004963822371792,6.959953784942627,15.537632638216019,1.0207797288894653
662,136.99,358,237568,40.418362699999996,29,0.8715699911117554,0.2,0.0003,-17.275589114427568,0.016934432,0.20245361328125,280,-0.04334045062059886,7.675719261169434,16.111644864082336,1.021321415901184
678,131.94,362,245760,37.144050009999994,30,0.8738052248954773,0.2,0.0003,-17.2698803126812,0.016397145,0.19949951171875,290,-0.043439173202204986,7.1637797355651855,16.020916351675986,1.020492434501648
694,129.22,365,253952,38.852871269999994,31,0.8731991052627563,0.2,0.0003,-17.259792453050615,0.017348548,0.20421142578125,300,-0.04293302381702233,7.101362705230713,16.1697517901659,1.0202322006225586
709,143.24,369,262144,43.619092179999996,32,0.8864827156066895,0.2,0.0003,-17.27396348118782,0.020257393,0.22933349609375,310,-0.044901227980153634,5.637093544006348,13.52563817203045,1.0214077234268188
723,162.6,373,270336,53.473327069999996,33,0.8800814747810364,0.2,0.0003,-17.286914867162704,0.01705655,0.20657958984375,320,-0.041759983578231186,7.525350093841553,16.152480936050416,1.0230885744094849
