time/time_elapsed,rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/explained_variance,train/clip_range,train/learning_rate,train/entropy_loss,train/approx_kl,train/clip_fraction,train/n_updates,train/policy_gradient_loss,train/loss,train/value_loss,train/std
1779,767.2,616,1097728,589.09960575,134,0.881806492805481,0.2,0.0003,-19.265567457675935,0.017372217,0.2053466796875,1330,-0.028779574534564745,3.8592004776000977,12.16240415275097,1.2086374759674072
1789,786.92,617,1105920,607.07906419,135,0.8742768168449402,0.2,0.0003,-19.293205016851424,0.013937691,0.1673583984375,1340,-0.03148883865214884,9.98379898071289,18.14345861822367,1.211055040359497
1799,786.92,619,1114112,608.9498424799999,136,0.8757135272026062,0.2,0.0003,-19.315069860219957,0.014894782,0.165771484375,1350,-0.03241623962239828,9.286269187927246,16.377471025288106,1.2134395837783813
1809,792.31,620,1122304,614.20200673,137,0.10832011699676514,0.2,0.0003,-19.35467015504837,0.06318724,0.51820068359375,1360,-0.03730558911483968,1.1035032272338867,2.926178377494216,1.2187031507492065
1820,768.59,621,1130496,596.0905611200001,138,0.8839405179023743,0.2,0.0003,-19.408937418460845,0.014673787,0.224951171875,1370,-0.026573846111568857,5.1572041511535645,8.068235962092876,1.224161982536316
1830,784.26,622,1138688,610.19935078,139,0.8782010078430176,0.2,0.0003,-19.43939229249954,0.010383127,0.108154296875,1380,-0.02679173276919755,13.371139526367188,21.02781060039997,1.2259575128555298
1840,798.39,623,1146880,623.79829082,140,0.8587512969970703,0.2,0.0003,-19.450428247451782,0.041842755,0.3513427734375,1390,-0.032497840552241544,2.2233948707580566,4.179957240074873,1.2270644903182983
1850,816.31,624,1155072,638.69257733,141,0.8344597816467285,0.2,0.0003,-19.484802436828613,0.021351367,0.2397705078125,1400,-0.03174894964322448,2.445901870727539,9.119643774628639,1.2314573526382446
1860,822.27,625,1163264,644.34844436,142,0.8952904343605042,0.2,0.0003,-19.526348382234573,0.014549731,0.18612060546875,1410,-0.031047070091881325,4.730101585388184,14.35112230181694,1.2348631620407104
1871,834.63,626,1171456,654.17869155,143,0.8431602120399475,0.2,0.0003,-19.51321542263031,0.040548015,0.3942138671875,1420,-0.04026388861529995,2.9765713214874268,5.0273800753057,1.2318274974822998
1881,847.41,627,1179648,666.16494742,144,0.8987593650817871,0.2,0.0003,-19.52150054574013,0.013180516,0.16746826171875,1430,-0.02817873407730076,4.874109268188477,11.204405292123557,1.2345079183578491
1891,850.02,627,1187840,668.8396289799999,145,0.7116134166717529,0.2,0.0003,-19.555113488435744,0.022085976,0.23853759765625,1440,-0.030589333794341655,4.390828609466553,8.43972996994853,1.23884117603302
1902,824.26,628,1196032,646.42099326,146,0.8230310678482056,0.2,0.0003,-19.587974113225936,0.03775078,0.342041015625,1450,-0.03289561512283399,2.191760778427124,5.209112010896206,1.242256999015808
1912,835.53,629,1204224,655.6125383499999,147,0.8913223743438721,0.2,0.0003,-19.622604089975358,0.017948695,0.20003662109375,1460,-0.029198322346201167,1.5468714237213135,8.235127314925194,1.2444323301315308
1923,841.92,630,1212416,660.91459716,148,0.8179827332496643,0.2,0.0003,-19.639672929048537,0.0147738755,0.168603515625,1470,-0.03196047092351364,5.167145729064941,13.25081221461296,1.245476484298706
1933,839.5,631,1220608,659.1081892599999,149,0.8842442631721497,0.2,0.0003,-19.701197576522826,0.07290535,0.5297607421875,1480,-0.03934458849398652,0.9704955816268921,3.06937867552042,1.253043532371521
1943,834.41,632,1228800,655.16311574,150,0.9130018353462219,0.2,0.0003,-19.738287222385406,0.011941809,0.1823486328125,1490,-0.024366829586506357,2.5576720237731934,9.566671541333198,1.2576996088027954
1954,856.46,633,1236992,674.0896418600001,151,0.83392333984375,0.2,0.0003,-19.765291196107864,0.026702827,0.270751953125,1500,-0.03024780164269032,1.3765722513198853,4.226259039714932,1.2603877782821655
1964,856.09,633,1245184,675.3986897400001,152,0.8817229270935059,0.2,0.0003,-19.780873864889145,0.013735149,0.164013671875,1510,-0.029116040823282674,3.5456364154815674,7.5819946430623535,1.260813593864441
1974,844.03,634,1253376,665.4103192599999,153,0.8158859610557556,0.2,0.0003,-19.815710574388504,0.059251335,0.48837890625,1520,-0.03134523400949547,2.571160316467285,5.026427002251149,1.2652275562286377
1984,858.23,635,1261568,678.5474683100001,154,0.863736629486084,0.2,0.0003,-19.840479457378386,0.010285652,0.11824951171875,1530,-0.022038599783263634,4.123249053955078,16.022019447386263,1.267862319946289
1995,864.91,636,1269760,685.50045494,155,0.7753100395202637,0.2,0.0003,-19.876077485084533,0.028902465,0.28253173828125,1540,-0.03299102571872936,1.1153621673583984,4.81272057518363,1.2726727724075317
2005,874.33,637,1277952,694.24978054,156,0.4303985834121704,0.2,0.0003,-19.90048712491989,0.035403065,0.32606201171875,1550,-0.03365171051118523,2.3004186153411865,4.868996964767575,1.273780107498169
2015,886.55,638,1286144,704.3643875100001,157,0.3931727409362793,0.2,0.0003,-19.915719348192216,0.05288582,0.44786376953125,1560,-0.047883440485748,0.874233603477478,2.3149381291121243,1.2748397588729858
2026,860.81,638,1294336,683.6903183299999,158,0.8465731739997864,0.2,0.0003,-19.922132039070128,0.014990926,0.18922119140625,1570,-0.027908336951804814,2.5767910480499268,6.576448039710522,1.2760859727859497
2037,879.49,639,1302528,701.3579709500002,159,0.893984854221344,0.2,0.0003,-19.93901934027672,0.008774971,0.084326171875,1580,-0.023650031930446857,10.051248550415039,17.535529862344266,1.2784637212753296
2047,891.4,640,1310720,712.59379832,160,0.012890636920928955,0.2,0.0003,-19.96855358481407,0.048868794,0.42894287109375,1590,-0.0497344044597412,0.9444169998168945,2.512905864045024,1.2834769487380981
2057,870.41,641,1318912,695.55102081,161,0.9006208181381226,0.2,0.0003,-20.0119730591774,0.027813211,0.2874755859375,1600,-0.033805506256612716,1.4377071857452393,3.245335665717721,1.2856172323226929
2067,870.05,641,1327104,695.88361936,162,0.9223288297653198,0.2,0.0003,-20.03376359939575,0.012799117,0.14842529296875,1610,-0.028099422126979336,4.352752208709717,6.763821326941252,1.288346767425537
2077,862.23,642,1335296,690.0687434900001,163,0.8861410617828369,0.2,0.0003,-20.047804856300353,0.015691336,0.21607666015625,1620,-0.023935915299807674,3.5796899795532227,8.2547269705683,1.2893588542938232
2088,843.68,643,1343488,674.4831311399998,164,0.9061027765274048,0.2,0.0003,-20.082125091552733,0.01964421,0.218017578125,1630,-0.030383922973123846,1.0997121334075928,7.3254267677664755,1.2942286729812622
2098,822.46,644,1351680,658.04331221,165,0.9130833745002747,0.2,0.0003,-20.11302289366722,0.011371374,0.13052978515625,1640,-0.027814673166722058,4.691323757171631,11.461638759076596,1.2972630262374878
2108,814.22,644,1359872,651.0857348400001,166,0.8826625943183899,0.2,0.0003,-20.12827770113945,0.010629052,0.11181640625,1650,-0.028228814861358843,5.864406585693359,13.814643220603466,1.2975006103515625
2118,804.69,645,1368064,643.93766733,167,0.8941830992698669,0.2,0.0003,-20.14904373884201,0.03527444,0.32811279296875,1660,-0.03449616493817302,4.927088737487793,5.468575930595398,1.300668478012085
2129,830.32,646,1376256,666.88821199,168,0.852827787399292,0.2,0.0003,-20.1728797018528,0.016316026,0.20743408203125,1670,-0.027310052294342312,4.927392482757568,9.160844760388136,1.3032301664352417
2139,823.72,647,1384448,660.5890664500001,169,0.9058266282081604,0.2,0.0003,-20.203369396924973,0.013822692,0.19466552734375,1680,-0.02984126435185317,3.5284547805786133,10.974794726073743,1.307552695274353
2149,821.44,647,1392640,658.48048712,170,0.9117353558540344,0.2,0.0003,-20.250473195314406,0.057716005,0.4616943359375,1690,-0.026913162122946234,0.639278769493103,5.302140482142567,1.3122749328613281
2159,845.96,648,1400832,679.41087563,171,0.7952224612236023,0.2,0.0003,-20.280776029825212,0.033357732,0.3317138671875,1700,-0.029613994906685547,1.2513138055801392,4.906368777900934,1.3176381587982178
2170,851.24,649,1409024,685.50173013,172,0.9053108096122742,0.2,0.0003,-20.348467898368835,0.05421845,0.44613037109375,1710,-0.03283981526692514,0.48276230692863464,3.189979975670576,1.3232516050338745
2180,847.71,649,1417216,682.46149966,173,0.8934633135795593,0.2,0.0003,-20.37081459760666,0.015812293,0.1911376953125,1720,-0.025813685107277707,6.379026412963867,6.277664994448424,1.3254508972167969
2190,866.84,650,1425408,699.7481656000001,174,0.809721052646637,0.2,0.0003,-20.383523350954057,0.023280304,0.26517333984375,1730,-0.023767448918079026,3.7074134349823,12.266967115551234,1.3267039060592651
2201,848.27,651,1433600,685.43083132,175,0.8644871711730957,0.2,0.0003,-20.403012281656267,0.033374943,0.31417236328125,1740,-0.028661506419302894,1.2769560813903809,4.636169761419296,1.3295477628707886
2211,861.34,651,1441792,697.8707535599999,176,0.9162184000015259,0.2,0.0003,-20.436127388477324,0.0140773775,0.16015625,1750,-0.027195643679442584,4.881818771362305,9.706696911156177,1.3332618474960327
2221,866.11,652,1449984,702.21851901,177,0.9223099946975708,0.2,0.0003,-20.48307862281799,0.046825323,0.4260009765625,1760,-0.030559136233932804,1.1848642826080322,4.404947270452976,1.3384963274002075
2231,857.33,653,1458176,695.27014555,178,0.9057500958442688,0.2,0.0003,-20.51619468331337,0.019500948,0.2092529296875,1770,-0.029883797080401564,1.8678901195526123,6.022916845977306,1.3407793045043945
2241,849.5,654,1466368,688.57922198,179,0.9121307134628296,0.2,0.0003,-20.5336244225502,0.014904842,0.1659912109375,1780,-0.02888071409688564,8.857902526855469,12.781724364310502,1.343964695930481
2251,850.72,654,1474560,690.5125531600002,180,0.9225444197654724,0.2,0.0003,-20.561043709516525,0.01420253,0.17261962890625,1790,-0.02924953483379795,3.643146514892578,9.398469898849726,1.3463999032974243
2262,841.3,655,1482752,682.5573981099998,181,0.8980750441551208,0.2,0.0003,-20.59411120414734,0.022476742,0.27109375,1800,-0.031078094533586408,1.6184566020965576,6.7208849981427194,1.3499226570129395
2272,824.8,656,1490944,668.47427621,182,0.7855033278465271,0.2,0.0003,-20.608148074150087,0.017150436,0.1820068359375,1810,-0.027792400670659845,6.494469165802002,15.183763168007136,1.3517440557479858
2282,817.93,656,1499136,662.01586135,183,0.940260648727417,0.2,0.0003,-20.636514055728913,0.019790484,0.2151123046875,1820,-0.03704304731509182,4.707135200500488,9.264206877350807,1.354366660118103
2292,826.7,657,1507328,670.3786187100002,184,0.9102707505226135,0.2,0.0003,-20.644266802072526,0.019701362,0.232080078125,1830,-0.03355267582082888,2.4347777366638184,15.536175821721553,1.3551996946334839
