fault_type,severity,n_joints,seed,onset_step,baseline_vel,baseline_vel_sd,velocity_drop_frac,degraded,recovery_status,recovery_time_s,post_fault_distance_m,post_fault_steps_survived,fell
actuation_delay,10,1,8,221,0.69083,0.12239,1.11919,True,fell,,0.9664,207,True
actuation_delay,10,1,9,192,0.38644,0.20837,1.27596,True,recovered,1.6,0.83176,300,False
actuation_delay,10,1,10,227,0.54904,0.11362,1.01564,True,no_recovery,,1.5256,300,False
actuation_delay,10,1,11,163,0.47767,0.18504,1.04154,True,fell,,0.84945,168,True
actuation_delay,10,1,12,211,0.54338,0.08989,0.76475,True,fell,,0.5739,97,True
actuation_delay,10,1,13,239,0.54842,0.15051,1.26181,True,fell,,0.35003,139,True
actuation_delay,10,1,14,165,0.62181,0.07285,1.08012,True,fell,,0.9286,152,True
actuation_delay,10,1,15,243,0.47045,0.09053,1.10599,True,fell,,1.05534,247,True
actuation_delay,10,1,16,203,0.50162,0.0783,0.88139,True,recovered,3.1667,1.5087,300,False
actuation_delay,10,1,17,224,0.36731,0.10806,1.29167,True,no_recovery,,0.9374,300,False
actuation_delay,10,1,18,239,0.49644,0.08127,1.09116,True,fell,,0.64013,170,True
actuation_delay,10,1,19,208,0.46157,0.08726,1.26352,True,recovered,1.85,0.76192,300,False
actuation_delay,10,1,20,239,0.53145,0.10418,1.39807,True,no_recovery,,0.4509,300,False
actuation_delay,10,1,21,180,0.17684,0.20493,1.24698,True,no_recovery,,1.21141,300,False
actuation_delay,10,1,22,227,0.51103,0.09637,0.82973,True,fell,,0.80934,153,True
actuation_delay,10,1,23,153,0.55003,0.10158,1.56094,True,fell,,0.48833,130,True
actuation_delay,10,1,24,188,0.35712,0.21863,0.7472,True,fell,,0.82702,152,True
actuation_delay,10,1,25,200,0.59573,0.12212,0.86463,True,no_recovery,,1.11606,300,False
actuation_delay,10,1,26,236,0.56828,0.06973,1.22251,True,fell,,0.74075,202,True
actuation_delay,10,1,27,150,0.42935,0.09427,1.41165,True,no_recovery,,0.89108,300,False
actuation_delay,10,1,28,216,0.44881,0.07526,1.43149,True,no_recovery,,0.73588,300,False
actuation_delay,10,1,29,243,0.59802,0.06408,1.03929,True,fell,,1.36282,299,True
actuation_delay,10,1,30,160,0.58394,0.07795,0.75679,True,fell,,1.0555,261,True
actuation_delay,10,1,31,204,0.48764,0.08763,0.75226,True,fell,,1.08056,191,True
actuation_delay,10,1,32,237,0.64311,0.09105,1.16721,True,no_recovery,,0.95267,300,False
actuation_delay,10,1,33,237,0.43399,0.0753,1.06154,True,fell,,1.01028,285,True
actuation_delay,10,1,34,156,0.54171,0.08747,1.26388,True,fell,,0.58561,252,True
actuation_delay,10,1,35,160,0.50209,0.10749,1.06029,True,fell,,0.98579,283,True
actuation_delay,10,1,36,188,0.59959,0.10476,1.16156,True,no_recovery,,0.43145,300,False
actuation_delay,10,1,37,165,0.55999,0.08521,0.21943,True,fell,,0.66264,64,True
actuation_delay,10,1,38,174,0.48712,0.06119,0.60584,True,fell,,0.56144,68,True
actuation_delay,10,1,39,247,0.44713,0.117,0.85213,True,no_recovery,,1.13706,300,False
actuation_delay,10,1,40,206,0.45167,0.07414,1.01385,True,fell,,0.78363,210,True
actuation_delay,10,1,41,216,0.55242,0.07295,1.40939,True,fell,,0.122,180,True
actuation_delay,10,1,42,158,0.55229,0.06609,1.02047,True,fell,,0.85542,171,True
actuation_delay,10,1,43,200,0.48134,0.10383,1.19546,True,no_recovery,,0.75739,300,False
actuation_delay,10,1,44,216,0.6031,0.06749,0.90797,True,no_recovery,,1.34768,300,False
actuation_delay,10,1,45,242,0.56498,0.13072,1.07801,True,no_recovery,,0.94323,300,False
actuation_delay,10,1,46,200,0.6371,0.09016,1.39276,True,fell,,0.2369,107,True
actuation_delay,10,1,47,159,0.5722,0.09388,1.26946,True,no_recovery,,0.7404,300,False
actuation_delay,10,1,48,163,0.45685,0.12735,0.89249,True,no_recovery,,0.95202,300,False
actuation_delay,10,1,49,154,0.46554,0.10528,0.90018,True,fell,,1.09322,217,True
actuation_delay,10,1,50,228,0.50493,0.09467,1.09719,True,no_recovery,,0.69646,300,False
actuation_delay,10,1,51,188,0.57389,0.09353,1.05431,True,fell,,0.59206,172,True
actuation_delay,10,1,53,225,0.52504,0.11009,1.08381,True,no_recovery,,0.99158,300,False
actuation_delay,10,1,54,181,0.56589,0.08586,0.72707,True,fell,,1.54398,256,True
actuation_delay,10,1,55,246,0.52052,0.11952,1.13343,True,fell,,0.59871,197,True
actuation_delay,10,1,56,186,0.56342,0.08616,1.18356,True,fell,,0.56543,231,True
actuation_delay,10,1,57,156,0.55581,0.08025,0.88716,True,fell,,0.50022,89,True
actuation_delay,10,1,58,201,0.50109,0.09869,1.12782,True,fell,,0.37878,174,True
actuation_delay,10,1,59,228,0.53614,0.06293,1.5973,True,no_recovery,,0.57154,300,False
actuation_delay,10,1,60,167,0.46348,0.10789,0.92323,True,fell,,0.40053,106,True
actuation_delay,10,1,61,192,0.67113,0.19081,1.1393,True,fell,,0.48662,142,True
actuation_delay,10,1,62,194,0.50597,0.07308,1.07802,True,fell,,0.7324,113,True
actuation_delay,10,1,63,195,0.41331,0.10367,0.37048,True,fell,,0.46415,90,True
actuation_delay,10,1,64,201,0.55092,0.07626,1.07982,True,fell,,0.59163,215,True
actuation_delay,10,1,65,167,0.60199,0.12318,1.01397,True,no_recovery,,1.02224,300,False
actuation_delay,10,1,66,244,0.5578,0.08799,1.16393,True,no_recovery,,0.90773,300,False
actuation_delay,10,1,67,228,0.55539,0.08262,1.37174,True,fell,,0.64374,217,True
actuation_delay,10,1,68,198,0.56744,0.08934,0.88831,True,fell,,0.41987,71,True
actuation_delay,10,1,69,155,0.53684,0.11656,1.0287,True,fell,,0.9832,285,True
actuation_delay,10,1,70,214,0.58907,0.07601,1.22976,True,no_recovery,,0.98508,300,False
actuation_delay,10,1,71,245,0.53591,0.10403,1.0655,True,fell,,0.99175,277,True
actuation_delay,10,1,72,245,0.5041,0.08412,0.6202,True,fell,,0.47292,73,True
actuation_delay,10,1,73,231,0.51599,0.10182,1.15728,True,fell,,0.62863,206,True
actuation_delay,10,1,74,169,0.45926,0.06921,0.65155,True,fell,,1.23946,182,True
actuation_delay,10,1,75,216,0.42276,0.05715,0.88096,True,fell,,0.50506,67,True
actuation_delay,10,1,76,206,0.58002,0.08102,1.07512,True,no_recovery,,0.67906,300,False
actuation_delay,10,1,77,155,0.57706,0.0932,1.07022,True,no_recovery,,0.97039,300,False
actuation_delay,10,1,78,223,0.60339,0.09555,1.26044,True,no_recovery,,0.72107,300,False
actuation_delay,10,1,79,160,0.50426,0.07602,1.04643,True,no_recovery,,1.40376,300,False
actuation_delay,10,1,80,240,0.49002,0.0841,1.17887,True,no_recovery,,0.85386,300,False
actuation_delay,10,1,81,155,0.54,0.07035,1.05146,True,fell,,0.39388,183,True
actuation_delay,10,1,82,221,0.5612,0.09044,1.24414,True,no_recovery,,0.99966,300,False
actuation_delay,10,1,83,224,0.6244,0.09188,1.02103,True,no_recovery,,1.25755,300,False
actuation_delay,10,1,84,215,0.37006,0.08298,1.92079,True,fell,,0.72841,261,True
actuation_delay,10,1,85,221,0.51714,0.11788,1.66862,True,fell,,0.5001,59,True
actuation_delay,10,1,86,245,0.63037,0.10425,0.88549,True,fell,,0.72319,142,True
actuation_delay,10,1,87,211,0.43326,0.09505,1.4883,True,no_recovery,,0.97513,300,False
actuation_delay,10,1,88,200,0.50291,0.12929,1.34064,True,fell,,0.14022,182,True
