time/iterations,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,train/n_updates,train/std,train/entropy_loss,train/loss,train/explained_variance,train/approx_kl,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/learning_rate,train/value_loss
89,1292,595.5622602,851.02,729088,563,880,1.0988918542861938,-18.142244029045106,2.8589823246002197,0.8508288264274597,0.040537,0.38851318359375,0.2,-0.04456318034644937,0.0003,5.538421176373959
90,1303,589.60622193,837.53,737280,565,890,1.1048001050949097,-18.195642137527464,2.286222219467163,0.8681574463844299,0.03563546,0.33468017578125,0.2,-0.03413186578327441,0.0003,5.909427941590548
91,1313,582.4115941499999,822.59,745472,567,900,1.107568621635437,-18.239271539449692,4.604781150817871,0.9095532298088074,0.014729356,0.1773681640625,0.2,-0.03252665985346539,0.0003,11.766015388816594
92,1323,584.7246130600001,821.95,753664,569,910,1.1097952127456665,-18.26441208720207,6.215414047241211,0.9168239831924438,0.015040732,0.1796875,0.2,-0.03529003758667386,0.0003,12.603220710158348
93,1333,599.61392801,840.32,761856,571,920,1.1117985248565674,-18.281243473291397,7.268621444702148,0.8568189144134521,0.01928978,0.2415771484375,0.2,-0.035623276149999585,0.0003,13.053197620809078
94,1344,567.25702787,792.04,770048,572,930,1.1143161058425903,-18.32141664624214,9.544272422790527,0.8321777582168579,0.037836418,0.37005615234375,0.2,-0.0346438603621209,0.0003,9.096753546595574
95,1354,560.9798743499999,780.47,778240,574,940,1.1171215772628784,-18.340588533878325,8.65748405456543,0.8620119690895081,0.013080163,0.17418212890625,0.2,-0.03128760732652154,0.0003,22.860276326537132
96,1364,538.62794733,748.16,786432,576,950,1.1198910474777222,-18.369097101688386,5.181554317474365,0.8809797763824463,0.0139865875,0.1690673828125,0.2,-0.03386957878283283,0.0003,21.339533481001855
97,1374,533.76904766,741.29,794624,577,960,1.1233566999435425,-18.40291670560837,13.062084197998047,0.8726454973220825,0.014754616,0.182080078125,0.2,-0.03422300607526267,0.0003,30.473466989398002
98,1385,533.7487107100001,738.59,802816,579,970,1.126731276512146,-18.439535570144653,5.387424945831299,0.878343939781189,0.022050465,0.260498046875,0.2,-0.03521715926835896,0.0003,12.53289296478033
99,1395,537.0416046400001,739.95,811008,581,980,1.1349819898605347,-18.519397246837617,2.783250570297241,0.7465941905975342,0.05793128,0.4899169921875,0.2,-0.03262393184486427,0.0003,5.7750819273293015
100,1405,560.29951015,769.57,819200,582,990,1.1365118026733398,-18.543549889326094,4.295732021331787,0.7987937331199646,0.040531922,0.38570556640625,0.2,-0.03136745613373933,0.0003,8.754992794990539
101,1415,560.66707557,767.73,827392,584,1000,1.1385341882705688,-18.56980295777321,12.307007789611816,0.8563550114631653,0.014988029,0.19769287109375,0.2,-0.03227869794500293,0.0003,15.796974405646324
102,1426,535.32005508,731.51,835584,585,1010,1.1396387815475464,-18.583578968048094,9.471258163452148,0.8251976370811462,0.012626889,0.17259521484375,0.2,-0.03135472027570359,0.0003,24.458987289667128
103,1436,565.6454711900001,766.61,843776,587,1020,1.1405304670333862,-18.593985271453857,2.3143746852874756,0.8935041427612305,0.015084251,0.17764892578125,0.2,-0.0349253706925083,0.0003,15.927690470218659
104,1446,562.8234315300001,759.92,851968,588,1030,1.1439082622528076,-18.616005676984788,3.339932680130005,0.8248873353004456,0.025509968,0.2812744140625,0.2,-0.03358742722120951,0.0003,9.566377244144679
105,1456,573.6584927700001,771.44,860160,590,1040,1.1473699808120728,-18.657075601816178,6.123254776000977,0.8745290040969849,0.016089104,0.20938720703125,0.2,-0.032619981686002573,0.0003,20.461211693286895
106,1466,593.92569186,795.31,868352,591,1050,1.1472758054733276,-18.66908940076828,9.428409576416016,0.7743875980377197,0.022222165,0.2336181640625,0.2,-0.03437702493247343,0.0003,15.279718986153602
107,1477,597.74157658,795.3,876544,593,1060,1.153299331665039,-18.71422200202942,0.8542495369911194,0.8901168704032898,0.060246676,0.46473388671875,0.2,-0.029200873360969125,0.0003,8.070185611397028
108,1487,580.85497456,773.02,884736,594,1070,1.1577876806259155,-18.762592566013335,11.37456226348877,0.8807123303413391,0.017626563,0.24857177734375,0.2,-0.028423281582945492,0.0003,14.178855145722627
109,1497,580.1494653,769.17,892928,596,1080,1.1597890853881836,-18.78632977604866,4.690030097961426,0.8457874059677124,0.016981684,0.1821044921875,0.2,-0.03243830023930059,0.0003,11.592766091227531
110,1507,583.2522257999999,770.05,901120,597,1090,1.1623626947402954,-18.820356023311614,2.7973992824554443,0.8432621359825134,0.020338863,0.234423828125,0.2,-0.028857511152455117,0.0003,14.68758050352335
111,1517,590.05633191,776.26,909312,599,1100,1.1643263101577759,-18.833177274465562,5.682458400726318,0.8588862419128418,0.024338039,0.28006591796875,0.2,-0.035035663709277284,0.0003,11.401958177983762
112,1528,597.8324470499999,785.06,917504,600,1110,1.1691187620162964,-18.874411016702652,4.211142539978027,0.8725072145462036,0.02692251,0.31741943359375,0.2,-0.03253486187459202,0.0003,10.44030180722475
113,1538,603.01984465,792.24,925696,601,1120,1.1690341234207153,-18.89349403977394,7.727499961853027,0.840005099773407,0.020079099,0.21517333984375,0.2,-0.03490119456328102,0.0003,14.237640208005905
114,1548,621.0259701499998,812.71,933888,603,1130,1.1750108003616333,-18.920502203702927,4.354180335998535,0.7431528568267822,0.06112587,0.46517333984375,0.2,-0.0323697274645383,0.0003,7.148136302828789
115,1558,612.46784461,800.9,942080,604,1140,1.1782454252243042,-18.97308710217476,3.190948724746704,0.8011225461959839,0.023223506,0.296630859375,0.2,-0.032651716873806434,0.0003,11.089834378659726
116,1569,600.6460491900001,784.97,950272,605,1150,1.1799019575119019,-18.998252576589586,5.758965015411377,0.8719733953475952,0.012857516,0.1724365234375,0.2,-0.02830536436958937,0.0003,15.355474975705146
117,1579,607.23017993,792.05,958464,606,1160,1.182973027229309,-19.020237505435944,3.781132936477661,0.8577823638916016,0.015348955,0.1794189453125,0.2,-0.0319502602214925,0.0003,16.206400825083257
118,1589,613.9811024999999,799.16,966656,608,1170,1.1837239265441895,-19.048896592855453,4.109451770782471,0.8780503273010254,0.021030385,0.2554443359375,0.2,-0.03571146117174066,0.0003,10.074118385463953
119,1599,617.31850771,802.44,974848,609,1180,1.1839276552200317,-19.036743527650835,3.107004165649414,0.8619996905326843,0.02762447,0.29622802734375,0.2,-0.0337073937022069,0.0003,9.305741053819656
120,1609,626.2677274399998,811.36,983040,610,1190,1.1862328052520752,-19.06726952791214,6.010024547576904,0.8811852335929871,0.0220861,0.28287353515625,0.2,-0.03488182748187683,0.0003,14.465610928833485
121,1619,620.9365069,803.37,991232,611,1200,1.1896933317184448,-19.093834978342056,2.7161448001861572,0.8920061588287354,0.023042917,0.25361328125,0.2,-0.03341577336541377,0.0003,9.526652750372886
122,1629,625.23334551,806.92,999424,613,1210,1.1902869939804077,-19.111166220903396,4.381647109985352,0.9031196236610413,0.018996127,0.21439208984375,0.2,-0.034290798527217704,0.0003,14.576421058177948
123,1639,604.9702442199999,780.66,1007616,614,1220,1.192937970161438,-19.11846097111702,3.491281509399414,0.8270559310913086,0.018500768,0.23624267578125,0.2,-0.03226066490533412,0.0003,20.299241515994073
124,1649,614.65632512,792.93,1015808,615,1230,1.1976841688156128,-19.162658447027205,7.953800678253174,0.8743909597396851,0.017521743,0.2293701171875,0.2,-0.03416988360404503,0.0003,24.27193858474493
125,1659,635.7762550600002,816.35,1024000,616,1240,1.2013643980026245,-19.204111659526824,3.569943904876709,0.7942514419555664,0.031173527,0.317236328125,0.2,-0.03707719687226927,0.0003,13.867123228311538
126,1669,651.1730398,835.12,1032192,618,1250,1.208923101425171,-19.26394122838974,1.2818471193313599,0.1549178957939148,0.066153705,0.53458251953125,0.2,-0.04533449957089033,0.0003,4.007032530754804
127,1679,641.0245125099999,821.17,1040384,619,1260,1.2083457708358765,-19.28968811631203,3.3483874797821045,0.8779897689819336,0.026085038,0.287939453125,0.2,-0.03310226205867366,0.0003,9.046489377319812
128,1689,639.7746632,817.41,1048576,620,1270,1.2103358507156372,-19.295793837308885,4.121123313903809,0.8687248229980469,0.01155518,0.1557373046875,0.2,-0.027166351663618117,0.0003,23.581946198642253
129,1699,634.43830342,809.76,1056768,621,1280,1.2115451097488403,-19.309373420476913,3.5909664630889893,0.8912286758422852,0.021601174,0.2396728515625,0.2,-0.0311073481105268,0.0003,11.211013770848513
130,1710,630.9777609,804.69,1064960,622,1290,1.2121397256851196,-19.318075597286224,11.224210739135742,0.8626483082771301,0.013883524,0.16146240234375,0.2,-0.030371243671834237,0.0003,18.574465580284595
131,1720,648.67913689,824.04,1073152,623,1300,1.214072585105896,-19.334117436408995,1.6350212097167969,0.8761923313140869,0.020133654,0.291259765625,0.2,-0.027141742945968873,0.0003,14.075549545884133
132,1730,654.3691650800001,829.18,1081344,624,1310,1.2176036834716797,-19.37395257949829,4.760929584503174,0.8204225301742554,0.04083355,0.437744140625,0.2,-0.029364734472619603,0.0003,6.952649604529142
133,1740,666.1099599300001,840.75,1089536,625,1320,1.219014048576355,-19.38336338996887,0.9460111856460571,0.845309317111969,0.029907517,0.36651611328125,0.2,-0.025406585355085554,0.0003,6.73985326513648
134,1750,649.78392231,820.06,1097728,627,1330,1.2239103317260742,-19.418456655740737,1.676612138748169,0.887406587600708,0.028412051,0.295703125,0.2,-0.0310997845215752,0.0003,5.716293878853321
135,1760,620.2237503700001,784.87,1105920,628,1340,1.2267104387283325,-19.45645632147789,4.992519378662109,0.8916127681732178,0.017450672,0.2218505859375,0.2,-0.028387087635928766,0.0003,11.94798302873969
136,1771,623.33425288,786.12,1114112,629,1350,1.2294892072677612,-19.479244607686997,11.586301803588867,0.862743616104126,0.014746796,0.1881103515625,0.2,-0.030516400159103795,0.0003,22.543753273785114
137,1781,637.8417968300001,801.67,1122304,629,1360,1.2341924905776978,-19.52219163775444,7.482203006744385,0.8185804486274719,0.04303053,0.44688720703125,0.2,-0.02002116365765687,0.0003,16.949563182890415
138,1791,627.3917379600001,789.5,1130496,631,1370,1.2371832132339478,-19.553796631097793,9.133520126342773,0.8939725756645203,0.0139796715,0.17601318359375,0.2,-0.029780468643730275,0.0003,14.23203908726573
139,1801,630.04296125,791.34,1138688,632,1380,1.2411742210388184,-19.585670840740203,5.804083824157715,0.8768438696861267,0.014582315,0.17950439453125,0.2,-0.03111376253873459,0.0003,17.361374884843826
